wab,wr,percs
0.010000000000000002,1.0e-5,11.666666666666666
0.01438449888287663,1.0e-5,13.88888888888889
0.0206913808111479,1.0e-5,16.666666666666664
0.029763514416313176,1.0e-5,18.333333333333332
0.04281332398719394,1.0e-5,21.11111111111111
0.06158482110660264,1.0e-5,22.22222222222222
0.08858667904100828,1.0e-5,25.0
0.12742749857031338,1.0e-5,26.666666666666668
0.1832980710832436,1.0e-5,27.22222222222222
0.26366508987303583,1.0e-5,28.888888888888886
0.37926901907322497,1.0e-5,29.444444444444446
0.5455594781168519,1.0e-5,31.11111111111111
0.7847599703514613,1.0e-5,31.666666666666664
1.128837891684689,1.0e-5,35.0
1.6237767391887217,1.0e-5,35.0
2.3357214690901222,1.0e-5,36.11111111111111
3.3598182862837818,1.0e-5,38.88888888888889
4.832930238571754,1.0e-5,50.55555555555556
6.951927961775605,1.0e-5,50.0
10.0,1.0e-5,45.55555555555556
0.010000000000000002,1.2742749857031348e-5,12.222222222222221
0.01438449888287663,1.2742749857031348e-5,15.0
0.0206913808111479,1.2742749857031348e-5,18.333333333333332
0.029763514416313176,1.2742749857031348e-5,21.11111111111111
0.04281332398719394,1.2742749857031348e-5,22.22222222222222
0.06158482110660264,1.2742749857031348e-5,23.88888888888889
0.08858667904100828,1.2742749857031348e-5,26.666666666666668
0.12742749857031338,1.2742749857031348e-5,27.22222222222222
0.1832980710832436,1.2742749857031348e-5,28.333333333333332
0.26366508987303583,1.2742749857031348e-5,28.888888888888886
0.37926901907322497,1.2742749857031348e-5,30.555555555555557
0.5455594781168519,1.2742749857031348e-5,33.33333333333333
0.7847599703514613,1.2742749857031348e-5,33.88888888888889
1.128837891684689,1.2742749857031348e-5,33.88888888888889
1.6237767391887217,1.2742749857031348e-5,36.666666666666664
2.3357214690901222,1.2742749857031348e-5,37.77777777777778
3.3598182862837818,1.2742749857031348e-5,44.44444444444444
4.832930238571754,1.2742749857031348e-5,52.77777777777778
6.951927961775605,1.2742749857031348e-5,47.22222222222222
10.0,1.2742749857031348e-5,41.11111111111111
0.010000000000000002,1.623776739188721e-5,14.444444444444443
0.01438449888287663,1.623776739188721e-5,17.22222222222222
0.0206913808111479,1.623776739188721e-5,18.88888888888889
0.029763514416313176,1.623776739188721e-5,21.666666666666668
0.04281332398719394,1.623776739188721e-5,23.88888888888889
0.06158482110660264,1.623776739188721e-5,25.555555555555554
0.08858667904100828,1.623776739188721e-5,27.77777777777778
0.12742749857031338,1.623776739188721e-5,27.22222222222222
0.1832980710832436,1.623776739188721e-5,29.444444444444446
0.26366508987303583,1.623776739188721e-5,30.555555555555557
0.37926901907322497,1.623776739188721e-5,32.22222222222222
0.5455594781168519,1.623776739188721e-5,33.33333333333333
0.7847599703514613,1.623776739188721e-5,33.33333333333333
1.128837891684689,1.623776739188721e-5,34.44444444444444
1.6237767391887217,1.623776739188721e-5,36.666666666666664
2.3357214690901222,1.623776739188721e-5,40.55555555555556
3.3598182862837818,1.623776739188721e-5,53.333333333333336
4.832930238571754,1.623776739188721e-5,48.888888888888886
6.951927961775605,1.623776739188721e-5,42.77777777777778
10.0,1.623776739188721e-5,36.666666666666664
0.010000000000000002,2.06913808111479e-5,16.666666666666664
0.01438449888287663,2.06913808111479e-5,18.333333333333332
0.0206913808111479,2.06913808111479e-5,21.11111111111111
0.029763514416313176,2.06913808111479e-5,22.22222222222222
0.04281332398719394,2.06913808111479e-5,25.0
0.06158482110660264,2.06913808111479e-5,26.666666666666668
0.08858667904100828,2.06913808111479e-5,27.22222222222222
0.12742749857031338,2.06913808111479e-5,28.888888888888886
0.1832980710832436,2.06913808111479e-5,29.444444444444446
0.26366508987303583,2.06913808111479e-5,31.11111111111111
0.37926901907322497,2.06913808111479e-5,31.666666666666664
0.5455594781168519,2.06913808111479e-5,35.0
0.7847599703514613,2.06913808111479e-5,35.0
1.128837891684689,2.06913808111479e-5,36.11111111111111
1.6237767391887217,2.06913808111479e-5,38.88888888888889
2.3357214690901222,2.06913808111479e-5,50.55555555555556
