atp,lam,kin,kdam1,kdam2,bs
500.0,0.0030526315789473684,0.005263157894736842,0.03714136064756933,0.0332687460659746,bp
500.0,0.0030526315789473684,0.010526315789473684,0.13401806398925795,0.07101897373024725,bp
500.0,0.0030526315789473684,0.015789473684210527,0.2883448422141169,0.10623175985951959,bp
500.0,0.0030526315789473684,0.021052631578947368,0.4947844969067068,0.13943734811761682,bp
500.0,0.0030526315789473684,0.02631578947368421,0.7488900830869181,0.17090071291759293,bp
500.0,0.005105263157894737,0.015789473684210527,0.042893493575360236,0.042183465267027334,bp
500.0,0.005105263157894737,0.021052631578947368,0.07000112923545473,0.0593783435691091,bp
500.0,0.005105263157894737,0.02631578947368421,0.10434168842930627,0.07561593619221066,bp
500.0,0.005105263157894737,0.031578947368421054,0.14530209663549987,0.09119998532037864,bp
500.0,0.005105263157894737,0.03684210526315789,0.19248955932162867,0.10623089921021035,bp
500.0,0.005105263157894737,0.042105263157894736,0.24557272445079878,0.12076757866004068,bp
500.0,0.005105263157894737,0.04736842105263158,0.30425561235082577,0.13485314122071906,bp
500.0,0.005105263157894737,0.05263157894736842,0.36826874589967895,0.1485225053248464,bp
500.0,0.005105263157894737,0.05789473684210526,0.43736463530357617,0.16180539982890527,bp
500.0,0.005105263157894737,0.06315789473684211,0.5113148282196767,0.1747278292736874,bp
500.0,0.005105263157894737,0.06842105263157895,0.5899076940009697,0.18731290750106663,bp
500.0,0.005105263157894737,0.07368421052631578,0.6729466322294888,0.19958139224296775,bp
500.0,0.005105263157894737,0.07894736842105263,0.7602485663468538,0.21155206015132055,bp
500.0,0.005105263157894737,0.08421052631578947,0.8516426487544684,0.22324198775749982,bp
500.0,0.005105263157894737,0.08947368421052632,0.9469691326457549,0.2346667711683335,bp
500.0,0.007157894736842105,0.03684210526315789,0.057162363976542646,0.05638444502824024,bp
500.0,0.007157894736842105,0.042105263157894736,0.07096067625526412,0.06620753868216636,bp
500.0,0.007157894736842105,0.04736842105263158,0.0865494408904311,0.07559895753163472,bp
500.0,0.007157894736842105,0.05263157894736842,0.10375916911742927,0.08468514633696798,bp
500.0,0.007157894736842105,0.05789473684210526,0.12249623872032907,0.09351795009140543,bp
500.0,0.007157894736842105,0.06315789473684211,0.14269067983082664,0.10212713443358336,bp
500.0,0.007157894736842105,0.06842105263157895,0.16428371256982147,0.11053296369218417,bp
500.0,0.007157894736842105,0.07368421052631578,0.18722322484877005,0.11875074105538579,bp
500.0,0.007157894736842105,0.07894736842105263,0.2114617281461295,0.12679281973113,bp
500.0,0.007157894736842105,0.08421052631578947,0.2369552803300446,0.13466962076772615,bp
500.0,0.007157894736842105,0.08947368421052632,0.2636628453766276,0.14239020116636716,bp
500.0,0.007157894736842105,0.09473684210526316,0.2915458732967451,0.14996259664545822,bp
500.0,0.007157894736842105,0.1,0.3205680014062618,0.15739404210550847,bp
500.0,0.009210526315789473,0.06842105263157895,0.06823637317813848,0.06775406064360448,bp
500.0,0.009210526315789473,0.07368421052631578,0.07649062332534438,0.0741257175078281,bp
500.0,0.009210526315789473,0.07894736842105263,0.08538903632961417,0.08025877397751313,bp
500.0,0.009210526315789473,0.08421052631578947,0.09485618211089583,0.08621982460703763,bp
500.0,0.009210526315789473,0.08947368421052632,0.10485305876184868,0.09203919685360273,bp
500.0,0.009210526315789473,0.09473684210526316,0.11535324302015752,0.09773483494354211,bp
500.0,0.009210526315789473,0.1,0.1263363289927151,0.10331888161323466,bp
763.1578947368421,0.0030526315789473684,0.005263157894736842,0.07872527680611041,0.05335319621643089,bp
763.1578947368421,0.0030526315789473684,0.010526315789473684,0.29783038855452487,0.11036518669491997,bp
763.1578947368421,0.0030526315789473684,0.015789473684210527,0.6500548219677665,0.16459154936427606,bp
763.1578947368421,0.005105263157894737,0.010526315789473684,0.04359377993581233,0.04297818331083994,bp
763.1578947368421,0.005105263157894737,0.015789473684210527,0.08881953035321069,0.0698873107311783,bp
763.1578947368421,0.005105263157894737,0.021052631578947368,0.15145029102028193,0.09550468423996131,bp
763.1578947368421,0.005105263157894737,0.02631578947368421,0.23037206459564322,0.12029766579707751,bp
763.1578947368421,0.005105263157894737,0.031578947368421054,0.32484248244381714,0.1443823436902208,bp
763.1578947368421,0.005105263157894737,0.03684210526315789,0.4342059717117951,0.16782196985705417,bp
763.1578947368421,0.005105263157894737,0.042105263157894736,0.5578596194807552,0.19066250739365337,bp
763.1578947368421,0.005105263157894737,0.04736842105263158,0.6952425963474784,0.21294171436805695,bp
763.1578947368421,0.005105263157894737,0.05263157894736842,0.8458306826665402,0.23469238572219697,bp
763.1578947368421,0.007157894736842105,0.02631578947368421,0.06624873867286092,0.06387091030971011,bp
763.1578947368421,0.007157894736842105,0.031578947368421054,0.09060623406907309,0.0794086522814183,bp
763.1578947368421,0.007157894736842105,0.03684210526315789,0.11923970380030142,0.0944093892531489,bp
763.1578947368421,0.007157894736842105,0.042105263157894736,0.1518972940976145,0.10902421900921985,bp
763.1578947368421,0.007157894736842105,0.04736842105263158,0.18842009134543466,0.12331281470415004,bp
763.1578947368421,0.007157894736842105,0.05263157894736842,0.2286785858246619,0.13730829371673242,bp
763.1578947368421,0.007157894736842105,0.05789473684210526,0.2725575618198086,0.15103285825856186,bp
763.1578947368421,0.007157894736842105,0.06315789473684211,0.3199508016949694,0.164503261899022,bp
763.1578947368421,0.007157894736842105,0.06842105263157895,0.37075875493504346,0.17773313967135757,bp
763.1578947368421,0.007157894736842105,0.07368421052631578,0.424887319006634,0.1907341425062097,bp
763.1578947368421,0.007157894736842105,0.07894736842105263,0.482247103858115,0.2035165474501059,bp
763.1578947368421,0.007157894736842105,0.08421052631578947,0.542752932774619,0.21608961337867924,bp
763.1578947368421,0.007157894736842105,0.08947368421052632,0.6063234708483423,0.22846180292245372,bp
763.1578947368421,0.007157894736842105,0.09473684210526316,0.6728809288317497,0.2406409293475744,bp
763.1578947368421,0.007157894736842105,0.1,0.742350815341253,0.25263425895884956,bp
763.1578947368421,0.009210526315789473,0.04736842105263158,0.07639534823397696,0.07514117150557252,bp
763.1578947368421,0.009210526315789473,0.05263157894736842,0.09080511794332657,0.08551753600628989,bp
763.1578947368421,0.009210526315789473,0.05789473684210526,0.10676632226203478,0.0955607452737611,bp
763.1578947368421,0.009210526315789473,0.06315789473684211,0.12415868321557438,0.10536732034354147,bp
763.1578947368421,0.009210526315789473,0.06842105263157895,0.14291644005059195,0.11497942335427416,bp
763.1578947368421,0.009210526315789473,0.07368421052631578,0.16299249972575458,0.1244209073261433,bp
763.1578947368421,0.009210526315789473,0.07894736842105263,0.18434852346062133,0.13370734538584722,bp
763.1578947368421,0.009210526315789473,0.08421052631578947,0.20695109279765947,0.14284993008228455,bp
763.1578947368421,0.009210526315789473,0.08947368421052632,0.23076993548677424,0.15185728182687208,bp
763.1578947368421,0.009210526315789473,0.09473684210526316,0.25577699993300845,0.16073638937110063,bp
763.1578947368421,0.009210526315789473,0.1,0.28194592665036733,0.16949314088778053,bp
763.1578947368421,0.011263157894736841,0.07368421052631578,0.08170586975967081,0.08169316751123032,bp
763.1578947368421,0.011263157894736841,0.07894736842105263,0.0907604753396088,0.08936411692942162,bp
763.1578947368421,0.011263157894736841,0.08421052631578947,0.10062970655314213,0.09670507843709107,bp
763.1578947368421,0.011263157894736841,0.08947368421052632,0.11116677929395992,0.10385570732314825,bp
763.1578947368421,0.011263157894736841,0.09473684210526316,0.12231927475566068,0.11086130362784527,bp
763.1578947368421,0.011263157894736841,0.1,0.1340565420823617,0.11774545008170878,bp
1026.3157894736842,0.0030526315789473684,0.005263157894736842,0.11909655945562123,0.06780754493297099,bp
1026.3157894736842,0.0030526315789473684,0.010526315789473684,0.45762078486472946,0.1391311934605831,bp
1026.3157894736842,0.005105263157894737,0.010526315789473684,0.06343675798804257,0.05663804812097561,bp
1026.3157894736842,0.005105263157894737,0.015789473684210527,0.1339551397819461,0.08979379489445606,bp
1026.3157894736842,0.005105263157894737,0.021052631578947368,0.23126851590699574,0.12189575741961008,bp
1026.3157894736842,0.005105263157894737,0.02631578947368421,0.35426442389920604,0.1531928345397509,bp
1026.3157894736842,0.005105263157894737,0.031578947368421054,0.5020221084412894,0.18376851223446028,bp
1026.3157894736842,0.005105263157894737,0.03684210526315789,0.6736931396378089,0.21367299922531843,bp
1026.3157894736842,0.005105263157894737,0.042105263157894736,0.8684812016995254,0.24294470209769004,bp
1026.3157894736842,0.007157894736842105,0.021052631578947368,0.06620711044352953,0.06412477896170996,bp
1026.3157894736842,0.007157894736842105,0.02631578947368421,0.09762600752101273,0.08399435600433862,bp
