rm_a,rtca,rm_b,rtcb,rm_r,rtcr,trna,rd,rt
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.002079675887689,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.003100531610337842,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.0041085549788726595,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.00612434139191046,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.0070998554797932125,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.00806206488421431,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.01001205271989014,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.011935236358510586,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.01284332144483278,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.014718654462220562,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.016566211639582676,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.01838562034624374,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.021137436319552214,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.022892552022899432,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.024618303974388914,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.027254123466298283,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.029845273862381665,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.03146581355449523,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.0339731143555143,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.037344369148262974,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.039750091053109345,NaN,NaN,NaN,NaN,NaN
