ds,dsmin,dsmax,θ
1.0e-5,1.0e-5,0.0038566204211634724,0.0005298316906283707
1.0e-5,1.0e-5,0.008531678524172805,0.0017433288221999873
0.00010826367338740541,1.0e-5,0.01268961003167922,0.002592943797404667
0.00010826367338740541,1.4873521072935119e-5,0.01268961003167922,0.002592943797404667
0.00010826367338740541,2.21221629107045e-5,0.01268961003167922,0.002592943797404667
0.00010826367338740541,3.290344562312671e-5,0.01268961003167922,0.002592943797404667
0.00010826367338740541,4.893900918477489e-5,0.01268961003167922,0.002592943797404667
0.00010826367338740541,7.278953843983146e-5,0.01268961003167922,0.002592943797404667
0.00010826367338740541,0.00010826367338740541,0.01268961003167922,0.002592943797404667
0.0001610262027560939,1.0e-5,0.005736152510448681,0.0005298316906283707
0.0001610262027560939,1.4873521072935119e-5,0.005736152510448681,0.0005298316906283707
0.0001610262027560939,2.21221629107045e-5,0.005736152510448681,0.0005298316906283707
0.0001610262027560939,3.290344562312671e-5,0.005736152510448681,0.0005298316906283707
0.0001610262027560939,4.893900918477489e-5,0.005736152510448681,0.0005298316906283707
0.0001610262027560939,7.278953843983146e-5,0.005736152510448681,0.0005298316906283707
0.0001610262027560939,0.00010826367338740541,0.005736152510448681,0.0005298316906283707
0.0001610262027560939,0.0001610262027560939,0.005736152510448681,0.0005298316906283707
0.0005298316906283707,1.0e-5,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,1.4873521072935119e-5,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,2.21221629107045e-5,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,3.290344562312671e-5,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,4.893900918477489e-5,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,7.278953843983146e-5,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,0.00010826367338740541,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,0.0001610262027560939,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,0.0002395026619987486,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,0.0003562247890262444,0.02807216203941177,0.0038566204211634724
0.0005298316906283707,0.0005298316906283707,0.02807216203941177,0.0038566204211634724
