xs,ys
Any[],Any[]
Any[],Any[]
"Any[0.0, 0.20040080160320642, 0.40080160320641284, 0.6012024048096193, 0.8016032064128257, 1.002004008016032, 1.2024048096192386, 1.402805611222445]","Any[15.430861723446894, 12.82565130260521, 10.420841683366733, 8.216432865731463, 6.212424849699399, 4.408817635270541, 2.6052104208416833, 0.8016032064128257]"
"Any[0.0, 0.20040080160320642, 0.40080160320641284, 0.6012024048096193, 0.8016032064128257, 1.002004008016032, 1.2024048096192386, 1.402805611222445, 1.6032064128256514, 1.8036072144288577, 2.004008016032064, 2.2044088176352705, 2.404809619238477, 2.6052104208416833, 2.80561122244489, 3.006012024048096, 3.2064128256513027, 3.406813627254509, 3.6072144288577155, 3.8076152304609217]","Any[34.4689378757515, 31.462925851703407, 28.65731462925852, 26.052104208416832, 23.647294589178358, 21.442885771543086, 19.438877755511022, 17.43486973947896, 15.6312625250501, 14.02805611222445, 12.224448897795591, 10.821643286573146, 9.218436873747494, 7.81563126252505, 6.412825651302605, 5.01002004008016, 3.8076152304609217, 2.6052104208416833, 1.402805611222445, 0.20040080160320642]"
"Any[0.0, 0.20040080160320642, 0.40080160320641284, 0.6012024048096193, 0.8016032064128257, 1.002004008016032, 1.2024048096192386, 1.402805611222445, 1.6032064128256514, 1.8036072144288577, 2.004008016032064, 2.2044088176352705, 2.404809619238477, 2.6052104208416833, 2.80561122244489, 3.006012024048096, 3.2064128256513027, 3.406813627254509, 3.6072144288577155, 3.8076152304609217, 4.008016032064128, 4.208416833667335, 4.408817635270541, 4.609218436873747, 4.809619238476954, 5.01002004008016, 5.210420841683367, 5.410821643286573, 5.61122244488978, 5.811623246492986, 6.012024048096192, 6.212424849699399, 6.412825651302605, 6.613226452905812, 6.813627254509018, 7.014028056112225, 7.214428857715431]","Any[56.91382765531062, 53.3066132264529, 50.100200400801604, 47.09418837675351, 44.28857715430862, 41.88376753507014, 39.478957915831664, 37.274549098196395, 35.27054108216433, 33.26653306613226, 31.462925851703407, 29.65931863727455, 28.0561122244489, 26.452905811623246, 24.849699398797597, 23.246492985971944, 21.8436873747495, 20.440881763527056, 19.238476953907817, 17.83567134268537, 16.63326653306613, 15.430861723446894, 14.228456913827655, 13.026052104208416, 11.823647294589179, 10.821643286573146, 9.819639278557114, 8.617234468937875, 7.615230460921843, 6.613226452905812, 5.61122244488978, 4.609218436873747, 3.8076152304609217, 2.80561122244489, 2.004008016032064, 1.002004008016032, 0.20040080160320642]"
"Any[0.0, 0.20040080160320642, 0.40080160320641284, 0.6012024048096193, 0.8016032064128257, 1.002004008016032, 1.2024048096192386, 1.402805611222445, 1.6032064128256514, 1.8036072144288577, 2.004008016032064, 2.2044088176352705, 2.404809619238477, 2.6052104208416833, 2.80561122244489, 3.006012024048096, 3.2064128256513027, 3.406813627254509, 3.6072144288577155, 3.8076152304609217, 4.008016032064128, 4.208416833667335, 4.408817635270541, 4.609218436873747, 4.809619238476954, 5.01002004008016, 5.210420841683367, 5.410821643286573, 5.61122244488978, 5.811623246492986, 6.012024048096192, 6.212424849699399, 6.412825651302605, 6.613226452905812, 6.813627254509018, 7.014028056112225, 7.214428857715431, 7.414829659318637, 7.615230460921843, 7.81563126252505, 8.016032064128256, 8.216432865731463, 8.41683366733467, 8.617234468937875, 8.817635270541082, 9.01803607214429, 9.218436873747494, 9.418837675350701, 9.619238476953909, 9.819639278557114, 10.02004008016032, 10.220440881763528, 10.420841683366733, 10.62124248496994, 10.821643286573146, 11.022044088176353, 11.22244488977956, 11.422845691382765, 11.623246492985972, 11.823647294589179, 12.024048096192384, 12.224448897795591, 12.424849699398798]","Any[83.76753507014028, 79.55911823647294, 75.75150300601203, 72.34468937875752, 69.33867735470942, 66.33266533066133, 63.72745490981964, 61.322645290581164, 58.91783567134269, 56.71342685370742, 54.70941883767535, 52.705410821643284, 50.701402805611224, 48.897795591182366, 47.294589178356716, 45.69138276553106, 44.08817635270541, 42.48496993987976, 40.88176352705411, 39.478957915831664, 38.07615230460922, 36.87374749498998, 35.47094188376754, 34.2685370741483, 33.06613226452906, 31.86372745490982, 30.661322645290582, 29.458917835671343, 28.256513026052104, 27.25450901803607, 26.25250501002004, 25.050100200400802, 24.04809619238477, 23.04609218436874, 22.044088176352705, 21.24248496993988, 20.240480961923847, 19.238476953907817, 18.43687374749499, 17.43486973947896, 16.63326653306613, 15.831663326653306, 14.829659318637274, 14.02805611222445, 13.226452905811623, 12.424849699398798, 11.623246492985972, 10.821643286573146, 10.02004008016032, 9.218436873747494, 8.41683366733467, 7.81563126252505, 7.014028056112225, 6.212424849699399, 5.61122244488978, 4.809619238476954, 4.208416833667335, 3.406813627254509, 2.80561122244489, 2.004008016032064, 1.402805611222445, 0.8016032064128257, 0.0]"
"Any[0.0, 0.20040080160320642, 0.40080160320641284, 0.6012024048096193, 0.8016032064128257, 1.002004008016032, 1.2024048096192386, 1.402805611222445, 1.6032064128256514, 1.8036072144288577, 2.004008016032064, 2.2044088176352705, 2.404809619238477, 2.6052104208416833, 2.80561122244489, 3.006012024048096, 3.2064128256513027, 3.406813627254509, 3.6072144288577155, 3.8076152304609217, 4.008016032064128, 4.208416833667335, 4.408817635270541, 4.609218436873747, 4.809619238476954, 5.01002004008016, 5.210420841683367, 5.410821643286573, 5.61122244488978, 5.811623246492986, 6.012024048096192, 6.212424849699399, 6.412825651302605, 6.613226452905812, 6.813627254509018, 7.014028056112225, 7.214428857715431, 7.414829659318637, 7.615230460921843, 7.81563126252505, 8.016032064128256, 8.216432865731463, 8.41683366733467, 8.617234468937875, 8.817635270541082, 9.01803607214429, 9.218436873747494, 9.418837675350701, 9.619238476953909, 9.819639278557114, 10.02004008016032, 10.220440881763528, 10.420841683366733, 10.62124248496994, 10.821643286573146, 11.022044088176353, 11.22244488977956, 11.422845691382765, 11.623246492985972, 11.823647294589179, 12.024048096192384, 12.224448897795591, 12.424849699398798, 12.625250501002004, 12.82565130260521, 13.026052104208416, 13.226452905811623, 13.42685370741483, 13.627254509018035, 13.827655310621243, 14.02805611222445, 14.228456913827655, 14.428857715430862, 14.629258517034069, 14.829659318637274, 15.030060120240481, 15.230460921843687, 15.430861723446894, 15.6312625250501, 15.831663326653306, 16.03206412825651, 16.23246492985972, 16.432865731462925, 16.63326653306613, 16.83366733466934, 17.034068136272545, 17.23446893787575, 17.43486973947896, 17.635270541082164, 17.83567134268537, 18.03607214428858, 18.236472945891784, 18.43687374749499, 18.637274549098198, 18.837675350701403, 19.03807615230461, 19.238476953907817, 19.438877755511022, 19.639278557114228, 19.839679358717436, 20.04008016032064, 20.240480961923847, 20.440881763527056, 20.64128256513026]","Any[100.0, 100.0, 100.0, 100.0, 100.0, 96.7935871743487, 93.7875751503006, 90.98196392785572, 88.37675350701403, 85.97194388777555, 83.56713426853707, 81.3627254509018, 79.35871743486975, 77.35470941883767, 75.35070140280561, 73.54709418837675, 71.7434869739479, 70.14028056112224, 68.5370741482966, 66.93386773547094, 65.33066132264528, 63.92785571142284, 62.324649298597194, 60.921843687374746, 59.71943887775551, 58.31663326653307, 57.11422845691383, 55.71142284569138, 54.50901803607214, 53.3066132264529, 52.104208416833664, 51.102204408817634, 49.899799599198396, 48.897795591182366, 47.69539078156313, 46.6933867735471, 45.69138276553106, 44.68937875751503, 43.687374749499, 42.68537074148296, 41.68336673346693, 40.88176352705411, 39.879759519038075, 39.078156312625254, 38.07615230460922, 37.274549098196395, 36.27254509018036, 35.47094188376754, 34.66933867735471, 33.86773547094188, 33.06613226452906, 32.26452905811623, 31.462925851703407, 30.661322645290582, 29.859719438877754, 29.05811623246493, 28.256513026052104, 27.655310621242485, 26.85370741482966, 26.052104208416832, 25.450901803607213, 24.649298597194388, 24.04809619238477, 23.246492985971944, 22.645290581162325, 21.8436873747495, 21.24248496993988, 20.64128256513026, 19.839679358717436, 19.238476953907817, 18.637274549098198, 18.03607214428858, 17.43486973947896, 16.83366733466934, 16.03206412825651, 15.430861723446894, 14.829659318637274, 14.228456913827655, 13.627254509018035, 13.026052104208416, 12.424849699398798, 11.823647294589179, 11.422845691382765, 10.821643286573146, 10.220440881763528, 9.619238476953909, 9.01803607214429, 8.41683366733467, 8.016032064128256, 7.414829659318637, 6.813627254509018, 6.412825651302605, 5.811623246492986, 5.210420841683367, 4.809619238476954, 4.208416833667335, 3.6072144288577155, 3.2064128256513027, 2.6052104208416833, 2.2044088176352705, 1.6032064128256514, 1.2024048096192386, 0.6012024048096193, 0.20040080160320642]"
"Any[0.0, 0.20040080160320642, 0.40080160320641284, 0.6012024048096193, 0.8016032064128257, 1.002004008016032, 1.2024048096192386, 1.402805611222445, 1.6032064128256514, 1.8036072144288577, 2.004008016032064, 2.2044088176352705, 2.404809619238477, 2.6052104208416833, 2.80561122244489, 3.006012024048096, 3.2064128256513027, 3.406813627254509, 3.6072144288577155, 3.8076152304609217, 4.008016032064128, 4.208416833667335, 4.408817635270541, 4.609218436873747, 4.809619238476954, 5.01002004008016, 5.210420841683367, 5.410821643286573, 5.61122244488978, 5.811623246492986, 6.012024048096192, 6.212424849699399, 6.412825651302605, 6.613226452905812, 6.813627254509018, 7.014028056112225, 7.214428857715431, 7.414829659318637, 7.615230460921843, 7.81563126252505, 8.016032064128256, 8.216432865731463, 8.41683366733467, 8.617234468937875, 8.817635270541082, 9.01803607214429, 9.218436873747494, 9.418837675350701, 9.619238476953909, 9.819639278557114, 10.02004008016032, 10.220440881763528, 10.420841683366733, 10.62124248496994, 10.821643286573146, 11.022044088176353, 11.22244488977956, 11.422845691382765, 11.623246492985972, 11.823647294589179, 12.024048096192384, 12.224448897795591, 12.424849699398798, 12.625250501002004, 12.82565130260521, 13.026052104208416, 13.226452905811623, 13.42685370741483, 13.627254509018035, 13.827655310621243, 14.02805611222445, 14.228456913827655, 14.428857715430862, 14.629258517034069, 14.829659318637274, 15.030060120240481, 15.230460921843687, 15.430861723446894, 15.6312625250501, 15.831663326653306, 16.03206412825651, 16.23246492985972, 16.432865731462925, 16.63326653306613, 16.83366733466934, 17.034068136272545, 17.23446893787575, 17.43486973947896, 17.635270541082164, 17.83567134268537, 18.03607214428858, 18.236472945891784, 18.43687374749499, 18.637274549098198, 18.837675350701403, 19.03807615230461, 19.238476953907817, 19.438877755511022, 19.639278557114228, 19.839679358717436, 20.04008016032064, 20.240480961923847, 20.440881763527056, 20.64128256513026, 20.841683366733466, 21.04208416833667, 21.24248496993988, 21.442885771543086, 21.64328657314629, 21.8436873747495, 22.044088176352705, 22.24448897795591, 22.44488977955912, 22.645290581162325, 22.84569138276553, 23.04609218436874, 23.246492985971944, 23.44689378757515, 23.647294589178358, 23.847695390781563, 24.04809619238477, 24.248496993987978, 24.448897795591183, 24.649298597194388, 24.849699398797597, 25.050100200400802, 25.250501002004007, 25.450901803607213, 25.65130260521042, 25.851703406813627, 26.052104208416832, 26.25250501002004, 26.452905811623246, 26.65330661322645, 26.85370741482966, 27.054108216432866, 27.25450901803607, 27.45490981963928, 27.655310621242485, 27.85571142284569, 28.0561122244489, 28.256513026052104, 28.45691382765531, 28.65731462925852, 28.857715430861724, 29.05811623246493, 29.258517034068138, 29.458917835671343, 29.65931863727455, 29.859719438877754, 30.060120240480963, 30.260521042084168, 30.460921843687373, 30.661322645290582, 30.861723446893787, 31.062124248496993, 31.2625250501002, 31.462925851703407, 31.663326653306612, 31.86372745490982, 32.06412825651302, 32.26452905811623, 32.46492985971944, 32.66533066132264, 32.86573146292585, 33.06613226452906, 33.26653306613226, 33.46693386773547, 33.66733466933868, 33.86773547094188, 34.06813627254509, 34.2685370741483, 34.4689378757515, 34.66933867735471, 34.86973947895792]","Any[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 99.59919839679358, 97.99599198396794, 96.59318637274549, 94.98997995991984, 93.58717434869739, 92.18436873747495, 90.78156312625251, 89.37875751503006, 88.17635270541082, 86.77354709418837, 85.57114228456913, 84.3687374749499, 83.16633266533066, 81.96392785571142, 80.76152304609218, 79.75951903807615, 78.55711422845691, 77.55511022044088, 76.55310621242485, 75.35070140280561, 74.34869739478958, 73.34669338677355, 72.34468937875752, 71.54308617234469, 70.54108216432866, 69.53907815631263, 68.5370741482966, 67.73547094188376, 66.73346693386773, 65.93186372745491, 65.13026052104209, 64.12825651302605, 63.326653306613224, 62.5250501002004, 61.723446893787575, 60.921843687374746, 60.120240480961925, 59.3186372745491, 58.517034068136276, 57.71543086172345, 56.91382765531062, 56.1122244488978, 55.51102204408818, 54.70941883767535, 53.90781563126252, 53.3066132264529, 52.50501002004008, 51.90380761523046, 51.102204408817634, 50.501002004008015, 49.699398797595194, 49.098196392785574, 48.296593186372746, 47.69539078156313, 47.09418837675351, 46.49298597194389, 45.69138276553106, 45.09018036072144, 44.48897795591182, 43.8877755511022, 43.28657314629258, 42.68537074148296, 42.08416833667334, 41.482965931863724, 40.88176352705411, 40.28056112224449, 39.67935871743487, 39.078156312625254, 38.476953907815634, 37.875751503006015, 37.274549098196395, 36.673346693386776, 36.07214428857716, 35.67134268537074, 35.07014028056112, 34.4689378757515, 33.86773547094188, 33.46693386773547, 32.86573146292585, 32.26452905811623, 31.663326653306612, 31.2625250501002, 30.661322645290582, 30.260521042084168, 29.65931863727455, 29.05811623246493, 28.65731462925852, 28.0561122244489, 27.655310621242485, 27.054108216432866, 26.65330661322645, 26.052104208416832, 25.65130260521042, 25.050100200400802, 24.649298597194388, 24.248496993987978, 23.647294589178358, 23.246492985971944, 22.84569138276553, 22.24448897795591, 21.8436873747495, 21.24248496993988, 20.841683366733466, 20.440881763527056, 20.04008016032064, 19.438877755511022, 19.03807615230461, 18.637274549098198, 18.236472945891784, 17.635270541082164, 17.23446893787575, 16.83366733466934, 16.432865731462925, 16.03206412825651, 15.430861723446894, 15.030060120240481, 14.629258517034069, 14.228456913827655, 13.827655310621243, 13.42685370741483, 13.026052104208416, 12.424849699398798, 12.024048096192384, 11.623246492985972, 11.22244488977956, 10.821643286573146, 10.420841683366733, 10.02004008016032, 9.619238476953909, 9.218436873747494, 8.817635270541082, 8.41683366733467, 8.016032064128256, 7.615230460921843, 7.214428857715431, 6.813627254509018, 6.412825651302605, 6.012024048096192, 5.61122244488978, 5.210420841683367, 4.809619238476954, 4.408817635270541, 4.208416833667335, 3.8076152304609217, 3.406813627254509, 3.006012024048096, 2.6052104208416833, 2.2044088176352705, 1.8036072144288577, 1.402805611222445, 1.002004008016032, 0.8016032064128257, 0.40080160320641284, 0.0]"
"Any[0.0, 0.20040080160320642, 0.40080160320641284, 0.6012024048096193, 0.8016032064128257, 1.002004008016032, 1.2024048096192386, 1.402805611222445, 1.6032064128256514, 1.8036072144288577, 2.004008016032064, 2.2044088176352705, 2.404809619238477, 2.6052104208416833, 2.80561122244489, 3.006012024048096, 3.2064128256513027, 3.406813627254509, 3.6072144288577155, 3.8076152304609217, 4.008016032064128, 4.208416833667335, 4.408817635270541, 4.609218436873747, 4.809619238476954, 5.01002004008016, 5.210420841683367, 5.410821643286573, 5.61122244488978, 5.811623246492986, 6.012024048096192, 6.212424849699399, 6.412825651302605, 6.613226452905812, 6.813627254509018, 7.014028056112225, 7.214428857715431, 7.414829659318637, 7.615230460921843, 7.81563126252505, 8.016032064128256, 8.216432865731463, 8.41683366733467, 8.617234468937875, 8.817635270541082, 9.01803607214429, 9.218436873747494, 9.418837675350701, 9.619238476953909, 9.819639278557114, 10.02004008016032, 10.220440881763528, 10.420841683366733, 10.62124248496994, 10.821643286573146, 11.022044088176353, 11.22244488977956, 11.422845691382765, 11.623246492985972, 11.823647294589179, 12.024048096192384, 12.224448897795591, 12.424849699398798, 12.625250501002004, 12.82565130260521, 13.026052104208416, 13.226452905811623, 13.42685370741483, 13.627254509018035, 13.827655310621243, 14.02805611222445, 14.228456913827655, 14.428857715430862, 14.629258517034069, 14.829659318637274, 15.030060120240481, 15.230460921843687, 15.430861723446894, 15.6312625250501, 15.831663326653306, 16.03206412825651, 16.23246492985972, 16.432865731462925, 16.63326653306613, 16.83366733466934, 17.034068136272545, 17.23446893787575, 17.43486973947896, 17.635270541082164, 17.83567134268537, 18.03607214428858, 18.236472945891784, 18.43687374749499, 18.637274549098198, 18.837675350701403, 19.03807615230461, 19.238476953907817, 19.438877755511022, 19.639278557114228, 19.839679358717436, 20.04008016032064, 20.240480961923847, 20.440881763527056, 20.64128256513026, 20.841683366733466, 21.04208416833667, 21.24248496993988, 21.442885771543086, 21.64328657314629, 21.8436873747495, 22.044088176352705, 22.24448897795591, 22.44488977955912, 22.645290581162325, 22.84569138276553, 23.04609218436874, 23.246492985971944, 23.44689378757515, 23.647294589178358, 23.847695390781563, 24.04809619238477, 24.248496993987978, 24.448897795591183, 24.649298597194388, 24.849699398797597, 25.050100200400802, 25.250501002004007, 25.450901803607213, 25.65130260521042, 25.851703406813627, 26.052104208416832, 26.25250501002004, 26.452905811623246, 26.65330661322645, 26.85370741482966, 27.054108216432866, 27.25450901803607, 27.45490981963928, 27.655310621242485, 27.85571142284569, 28.0561122244489, 28.256513026052104, 28.45691382765531, 28.65731462925852, 28.857715430861724, 29.05811623246493, 29.258517034068138, 29.458917835671343, 29.65931863727455, 29.859719438877754, 30.060120240480963, 30.260521042084168, 30.460921843687373, 30.661322645290582, 30.861723446893787, 31.062124248496993, 31.2625250501002, 31.462925851703407, 31.663326653306612, 31.86372745490982, 32.06412825651302, 32.26452905811623, 32.46492985971944, 32.66533066132264, 32.86573146292585, 33.06613226452906, 33.26653306613226, 33.46693386773547, 33.66733466933868, 33.86773547094188, 34.06813627254509, 34.2685370741483, 34.4689378757515, 34.66933867735471, 34.86973947895792, 35.07014028056112, 35.27054108216433, 35.47094188376754, 35.67134268537074, 35.87174348697395, 36.07214428857716, 36.27254509018036, 36.47294589178357, 36.673346693386776, 36.87374749498998, 37.07414829659319, 37.274549098196395, 37.4749498997996, 37.675350701402806, 37.875751503006015, 38.07615230460922, 38.276553106212425, 38.476953907815634, 38.677354709418836, 38.877755511022045, 39.078156312625254, 39.278557114228455, 39.478957915831664, 39.67935871743487, 39.879759519038075, 40.08016032064128, 40.28056112224449, 40.480961923847694, 40.6813627254509, 40.88176352705411, 41.08216432865731, 41.28256513026052, 41.482965931863724, 41.68336673346693, 41.88376753507014, 42.08416833667334, 42.28456913827655, 42.48496993987976, 42.68537074148296, 42.88577154308617, 43.08617234468938, 43.28657314629258, 43.48697394789579, 43.687374749499, 43.8877755511022, 44.08817635270541, 44.28857715430862, 44.48897795591182, 44.68937875751503, 44.88977955911824, 45.09018036072144, 45.29058116232465, 45.49098196392786, 45.69138276553106, 45.89178356713427, 46.09218436873748, 46.29258517034068, 46.49298597194389, 46.6933867735471, 46.8937875751503, 47.09418837675351, 47.294589178356716, 47.49498997995992, 47.69539078156313, 47.895791583166336, 48.09619238476954, 48.296593186372746, 48.496993987975955, 48.69739478957916, 48.897795591182366, 49.098196392785574, 49.298597194388776, 49.498997995991985, 49.699398797595194, 49.899799599198396, 50.100200400801604, 50.300601202404806, 50.501002004008015, 50.701402805611224, 50.901803607214426, 51.102204408817634, 51.30260521042084, 51.503006012024045, 51.703406813627254, 51.90380761523046, 52.104208416833664, 52.30460921843687, 52.50501002004008, 52.705410821643284, 52.90581162324649, 53.1062124248497, 53.3066132264529, 53.50701402805611, 53.70741482965932, 53.90781563126252, 54.10821643286573, 54.30861723446894, 54.50901803607214, 54.70941883767535, 54.90981963927856, 55.11022044088176, 55.31062124248497, 55.51102204408818, 55.71142284569138, 55.91182364729459, 56.1122244488978, 56.312625250501, 56.51302605210421, 56.71342685370742, 56.91382765531062, 57.11422845691383, 57.31462925851704, 57.51503006012024, 57.71543086172345, 57.91583166332666, 58.11623246492986, 58.31663326653307, 58.517034068136276, 58.71743486973948, 58.91783567134269, 59.11823647294589, 59.3186372745491, 59.519038076152306, 59.71943887775551, 59.91983967935872, 60.120240480961925, 60.32064128256513, 60.521042084168336, 60.721442885771545, 60.921843687374746, 61.122244488977955, 61.322645290581164, 61.523046092184366, 61.723446893787575, 61.92384769539078, 62.124248496993985, 62.324649298597194, 62.5250501002004, 62.725450901803605, 62.92585170340681, 63.12625250501002, 63.326653306613224, 63.52705410821643, 63.72745490981964]","Any[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 99.19839679358718, 98.39679358717434, 97.59519038076152, 96.99398797595191, 96.19238476953907, 95.59118236472946, 94.78957915831663, 93.9879759519038, 93.3867735470942, 92.58517034068136, 91.98396793587175, 91.38276553106212, 90.5811623246493, 89.97995991983969, 89.37875751503006, 88.57715430861724, 87.97595190380761, 87.374749498998, 86.77354709418837, 86.17234468937876, 85.37074148296593, 84.76953907815631, 84.16833667334669, 83.56713426853707, 82.96593186372745, 82.36472945891784, 81.76352705410822, 81.1623246492986, 80.56112224448898, 79.95991983967936, 79.35871743486975, 78.75751503006012, 78.3567134268537, 77.75551102204409, 77.15430861723446, 76.55310621242485, 75.95190380761522, 75.55110220440882, 74.9498997995992, 74.34869739478958, 73.74749498997996, 73.34669338677355, 72.74549098196393, 72.14428857715431, 71.7434869739479, 71.14228456913828, 70.74148296593187, 70.14028056112224, 69.73947895791584, 69.13827655310621, 68.5370741482966, 68.13627254509018, 67.53507014028057, 67.13426853707415, 66.53306613226452, 66.13226452905812, 65.7314629258517, 65.13026052104209, 64.72945891783567, 64.12825651302605, 63.72745490981964, 63.326653306613224, 62.725450901803605, 62.324649298597194, 61.92384769539078, 61.322645290581164, 60.921843687374746, 60.521042084168336, 59.91983967935872, 59.519038076152306, 59.11823647294589, 58.71743486973948, 58.11623246492986, 57.71543086172345, 57.31462925851704, 56.91382765531062, 56.51302605210421, 55.91182364729459, 55.51102204408818, 55.11022044088176, 54.70941883767535, 54.30861723446894, 53.90781563126252, 53.3066132264529, 52.90581162324649, 52.50501002004008, 52.104208416833664, 51.703406813627254, 51.30260521042084, 50.901803607214426, 50.501002004008015, 50.100200400801604, 49.699398797595194, 49.298597194388776, 48.897795591182366, 48.496993987975955, 48.09619238476954, 47.69539078156313, 47.294589178356716, 46.8937875751503, 46.49298597194389, 46.09218436873748, 45.69138276553106, 45.29058116232465, 44.88977955911824, 44.48897795591182, 44.08817635270541, 43.687374749499, 43.28657314629258, 43.08617234468938, 42.68537074148296, 42.28456913827655, 41.88376753507014, 41.482965931863724, 41.08216432865731, 40.6813627254509, 40.480961923847694, 40.08016032064128, 39.67935871743487, 39.278557114228455, 38.877755511022045, 38.476953907815634, 38.276553106212425, 37.875751503006015, 37.4749498997996, 37.07414829659319, 36.673346693386776, 36.47294589178357, 36.07214428857716, 35.67134268537074, 35.27054108216433, 35.07014028056112, 34.66933867735471, 34.2685370741483, 33.86773547094188, 33.66733466933868, 33.26653306613226, 32.86573146292585, 32.66533066132264, 32.26452905811623, 31.86372745490982, 31.663326653306612, 31.2625250501002, 30.861723446893787, 30.460921843687373, 30.260521042084168, 29.859719438877754, 29.65931863727455, 29.258517034068138, 28.857715430861724, 28.65731462925852, 28.256513026052104, 27.85571142284569, 27.655310621242485, 27.25450901803607, 26.85370741482966, 26.65330661322645, 26.25250501002004, 26.052104208416832, 25.65130260521042, 25.250501002004007, 25.050100200400802, 24.649298597194388, 24.448897795591183, 24.04809619238477, 23.847695390781563, 23.44689378757515, 23.04609218436874, 22.84569138276553, 22.44488977955912, 22.24448897795591, 21.8436873747495, 21.64328657314629, 21.24248496993988, 21.04208416833667, 20.64128256513026, 20.440881763527056, 20.04008016032064, 19.839679358717436, 19.438877755511022, 19.238476953907817, 18.837675350701403, 18.637274549098198, 18.236472945891784, 18.03607214428858, 17.635270541082164, 17.43486973947896, 17.034068136272545, 16.83366733466934, 16.432865731462925, 16.23246492985972, 15.831663326653306, 15.6312625250501, 15.230460921843687, 15.030060120240481, 14.629258517034069, 14.428857715430862, 14.228456913827655, 13.827655310621243, 13.627254509018035, 13.226452905811623, 13.026052104208416, 12.625250501002004, 12.424849699398798, 12.224448897795591, 11.823647294589179, 11.623246492985972, 11.22244488977956, 11.022044088176353, 10.821643286573146, 10.420841683366733, 10.220440881763528, 9.819639278557114, 9.619238476953909, 9.418837675350701, 9.01803607214429, 8.817635270541082, 8.617234468937875, 8.216432865731463, 8.016032064128256, 7.615230460921843, 7.414829659318637, 7.214428857715431, 6.813627254509018, 6.613226452905812, 6.412825651302605, 6.012024048096192, 5.811623246492986, 5.61122244488978, 5.210420841683367, 5.01002004008016, 4.809619238476954, 4.408817635270541, 4.208416833667335, 4.008016032064128, 3.6072144288577155, 3.406813627254509, 3.2064128256513027, 2.80561122244489, 2.6052104208416833, 2.404809619238477, 2.004008016032064, 1.8036072144288577, 1.6032064128256514, 1.402805611222445, 1.002004008016032, 0.8016032064128257, 0.6012024048096193, 0.20040080160320642, 0.0]"
