wab,wr,percs
0.0025118864315095794,1.0e-5,12.048192771084338
0.003442247595686089,1.0e-5,14.457831325301203
0.004717199138213296,1.0e-5,15.66265060240964
0.006464371632490059,1.0e-5,18.072289156626507
0.008858667904100823,1.0e-5,21.686746987951807
0.012139771890700746,1.0e-5,24.096385542168676
0.01663614249384222,1.0e-5,27.710843373493976
0.02279789435643566,1.0e-5,31.32530120481928
0.031241857136026664,1.0e-5,33.734939759036145
0.04281332398719394,1.0e-5,36.144578313253014
0.05867067065993101,1.0e-5,40.963855421686745
0.08040131611167854,1.0e-5,43.373493975903614
0.11018063301098223,1.0e-5,46.98795180722892
0.15098971606184197,1.0e-5,50.602409638554214
0.20691380811147897,1.0e-5,55.42168674698795
0.2835512583496651,1.0e-5,57.831325301204814
0.3885739518570976,1.0e-5,59.036144578313255
0.5324953129837531,1.0e-5,54.21686746987952
0.7297227644686392,1.0e-5,46.98795180722892
1.0,1.0e-5,39.75903614457831
0.0025118864315095794,1.2742749857031348e-5,13.253012048192772
0.003442247595686089,1.2742749857031348e-5,14.457831325301203
0.004717199138213296,1.2742749857031348e-5,16.867469879518072
0.006464371632490059,1.2742749857031348e-5,21.686746987951807
0.008858667904100823,1.2742749857031348e-5,22.89156626506024
0.012139771890700746,1.2742749857031348e-5,26.506024096385545
0.01663614249384222,1.2742749857031348e-5,28.915662650602407
0.02279789435643566,1.2742749857031348e-5,31.32530120481928
0.031241857136026664,1.2742749857031348e-5,36.144578313253014
0.04281332398719394,1.2742749857031348e-5,38.55421686746988
0.05867067065993101,1.2742749857031348e-5,40.963855421686745
0.08040131611167854,1.2742749857031348e-5,48.19277108433735
0.11018063301098223,1.2742749857031348e-5,49.39759036144578
0.15098971606184197,1.2742749857031348e-5,54.21686746987952
0.20691380811147897,1.2742749857031348e-5,56.62650602409639
0.2835512583496651,1.2742749857031348e-5,61.44578313253012
0.3885739518570976,1.2742749857031348e-5,54.21686746987952
0.5324953129837531,1.2742749857031348e-5,49.39759036144578
