wab,wr,percs
0.025118864315095794,0.0001,0.0
0.029763514416313176,0.0001,0.0
0.03526699214174659,0.0001,0.0
0.04178810060294221,0.0001,0.0
0.049515006694731314,0.0001,0.0
0.05867067065993101,0.0001,0.0
0.06951927961775606,0.0001,0.0
0.08237387069571016,0.0001,0.0
0.09760536373079001,0.0001,0.0
0.11565326417902506,0.0001,0.0
0.1370383450663168,0.0001,0.0
0.16237767391887217,0.0001,0.0
0.19240241827602392,0.0001,0.0
0.2279789435643566,0.0001,0.0
0.27013381211330045,0.0001,0.0
0.3200834046599766,0.0001,0.0
0.37926901907322497,0.0001,0.0
0.44939845907216674,0.0001,0.0
0.5324953129837531,0.0001,11.666666666666666
0.6309573444801932,0.0001,20.0
0.025118864315095794,0.00011288378916846895,0.0
0.029763514416313176,0.00011288378916846895,0.0
0.03526699214174659,0.00011288378916846895,0.0
0.04178810060294221,0.00011288378916846895,0.0
0.049515006694731314,0.00011288378916846895,0.0
0.05867067065993101,0.00011288378916846895,0.0
0.06951927961775606,0.00011288378916846895,0.0
0.08237387069571016,0.00011288378916846895,0.0
0.09760536373079001,0.00011288378916846895,0.0
0.11565326417902506,0.00011288378916846895,0.0
0.1370383450663168,0.00011288378916846895,0.0
0.16237767391887217,0.00011288378916846895,0.0
0.19240241827602392,0.00011288378916846895,0.0
0.2279789435643566,0.00011288378916846895,0.0
0.27013381211330045,0.00011288378916846895,0.0
0.3200834046599766,0.00011288378916846895,0.0
0.37926901907322497,0.00011288378916846895,0.0
0.44939845907216674,0.00011288378916846895,3.888888888888889
0.5324953129837531,0.00011288378916846895,20.0
0.6309573444801932,0.00011288378916846895,25.0
0.025118864315095794,0.00012742749857031334,0.0
0.029763514416313176,0.00012742749857031334,0.0
0.03526699214174659,0.00012742749857031334,0.0
0.04178810060294221,0.00012742749857031334,0.0
0.049515006694731314,0.00012742749857031334,0.0
0.05867067065993101,0.00012742749857031334,0.0
0.06951927961775606,0.00012742749857031334,0.0
0.08237387069571016,0.00012742749857031334,0.0
0.09760536373079001,0.00012742749857031334,0.0
0.11565326417902506,0.00012742749857031334,0.0
0.1370383450663168,0.00012742749857031334,0.0
0.16237767391887217,0.00012742749857031334,0.0
0.19240241827602392,0.00012742749857031334,0.0
0.2279789435643566,0.00012742749857031334,0.0
0.27013381211330045,0.00012742749857031334,0.0
0.3200834046599766,0.00012742749857031334,0.0
0.37926901907322497,0.00012742749857031334,0.0
0.44939845907216674,0.00012742749857031334,20.0
0.5324953129837531,0.00012742749857031334,21.666666666666668
0.6309573444801932,0.00012742749857031334,30.0
0.025118864315095794,0.0001438449888287663,0.0
0.029763514416313176,0.0001438449888287663,0.0
0.03526699214174659,0.0001438449888287663,0.0
0.04178810060294221,0.0001438449888287663,0.0
0.049515006694731314,0.0001438449888287663,0.0
0.05867067065993101,0.0001438449888287663,0.0
0.06951927961775606,0.0001438449888287663,0.0
0.08237387069571016,0.0001438449888287663,0.0
0.09760536373079001,0.0001438449888287663,0.0
0.11565326417902506,0.0001438449888287663,0.0
0.1370383450663168,0.0001438449888287663,0.0
0.16237767391887217,0.0001438449888287663,0.0
0.19240241827602392,0.0001438449888287663,0.0
0.2279789435643566,0.0001438449888287663,0.0
0.27013381211330045,0.0001438449888287663,0.0
0.3200834046599766,0.0001438449888287663,0.0
0.37926901907322497,0.0001438449888287663,15.0
0.44939845907216674,0.0001438449888287663,20.0
0.5324953129837531,0.0001438449888287663,25.555555555555554
0.6309573444801932,0.0001438449888287663,36.11111111111111
0.025118864315095794,0.00016237767391887227,0.0
0.029763514416313176,0.00016237767391887227,0.0
0.03526699214174659,0.00016237767391887227,0.0
0.04178810060294221,0.00016237767391887227,0.0
0.049515006694731314,0.00016237767391887227,0.0
0.05867067065993101,0.00016237767391887227,0.0
0.06951927961775606,0.00016237767391887227,0.0
0.08237387069571016,0.00016237767391887227,0.0
0.09760536373079001,0.00016237767391887227,0.0
0.11565326417902506,0.00016237767391887227,0.0
0.1370383450663168,0.00016237767391887227,0.0
0.16237767391887217,0.00016237767391887227,0.0
0.19240241827602392,0.00016237767391887227,0.0
0.2279789435643566,0.00016237767391887227,0.0
0.27013381211330045,0.00016237767391887227,0.0
0.3200834046599766,0.00016237767391887227,8.333333333333332
0.37926901907322497,0.00016237767391887227,20.0
0.44939845907216674,0.00016237767391887227,25.0
0.5324953129837531,0.00016237767391887227,35.0
0.6309573444801932,0.00016237767391887227,42.22222222222222
0.025118864315095794,0.00018329807108324357,0.0
0.029763514416313176,0.00018329807108324357,0.0
0.03526699214174659,0.00018329807108324357,0.0
0.04178810060294221,0.00018329807108324357,0.0
0.049515006694731314,0.00018329807108324357,0.0
0.05867067065993101,0.00018329807108324357,0.0
0.06951927961775606,0.00018329807108324357,0.0
0.08237387069571016,0.00018329807108324357,0.0
0.09760536373079001,0.00018329807108324357,0.0
0.11565326417902506,0.00018329807108324357,0.0
0.1370383450663168,0.00018329807108324357,0.0
0.16237767391887217,0.00018329807108324357,0.0
0.19240241827602392,0.00018329807108324357,0.0
0.2279789435643566,0.00018329807108324357,0.0
0.27013381211330045,0.00018329807108324357,0.0
0.3200834046599766,0.00018329807108324357,20.0
0.37926901907322497,0.00018329807108324357,25.0
0.44939845907216674,0.00018329807108324357,31.666666666666664
0.5324953129837531,0.00018329807108324357,37.77777777777778
0.6309573444801932,0.00018329807108324357,42.22222222222222
0.025118864315095794,0.00020691380811147902,0.0
0.029763514416313176,0.00020691380811147902,0.0
0.03526699214174659,0.00020691380811147902,0.0
0.04178810060294221,0.00020691380811147902,0.0
0.049515006694731314,0.00020691380811147902,0.0
0.05867067065993101,0.00020691380811147902,0.0
0.06951927961775606,0.00020691380811147902,0.0
0.08237387069571016,0.00020691380811147902,0.0
0.09760536373079001,0.00020691380811147902,0.0
0.11565326417902506,0.00020691380811147902,0.0
0.1370383450663168,0.00020691380811147902,0.0
0.16237767391887217,0.00020691380811147902,0.0
0.19240241827602392,0.00020691380811147902,0.0
0.2279789435643566,0.00020691380811147902,0.0
0.27013381211330045,0.00020691380811147902,17.77777777777778
0.3200834046599766,0.00020691380811147902,20.0
