mRNA_conc_uM,conc_std
0.0028666532900199263,0.0006139263730903354
0.003017327669378943,0.00030669343500913307
0.0029368703638741273,0.00018039983570657586
0.0028178507514114905,0.0003094251733228163
0.005884664217660244,0.0008257417271047823
0.009834818627532379,0.0012577921247093986
