t,log(OD),log(OD) error,gr,gr error,od
0.0,-2.754403873025685,0.05645921808161858,0.0020575676630413082,0.0016772289239229143,0.06
20.0,-2.679159329868367,0.03902510241478986,0.005462181822870001,0.0012083190029386522,0.068
40.0,-2.536851088460633,0.03321413788992824,0.008726583500939179,0.0008404123018734038,0.0936666666666666
60.0,-2.3325051815109505,0.032661251832618234,0.011630350221998181,0.0006066238050428165,0.1106666666666666
80.0,-2.0753728346996216,0.03252669647936017,0.013975244195936877,0.0005107484122081191,0.1056666666666666
100.0,-1.7782620865012573,0.031684709842812055,0.015607231751395353,0.0004954448534745241,0.1363333333333333
120.0,-1.456466313003744,0.030596922853951332,0.01643427024145412,0.0004936653952654946,0.2183333333333333
139.99999999999997,-1.1264025987118294,0.029823032947771912,0.016437144810765716,0.00047932716284245923,0.3306666666666666
160.0,-0.8041190203254048,0.02948982515868356,0.01567153283485052,0.0004555607367472413,0.5173333333333333
180.0,-0.5038542660319992,0.029380980237011845,0.01426072754345685,0.00043421246957515833,0.6576666666666667
199.99999999999997,-0.23683033740553824,0.029257698720749695,0.01237986352743913,0.0004228712100252961,0.8643333333333333
220.0,-0.010428614564665624,0.029048963002558412,0.010233813242946158,0.0004202551072605056,1.0923333333333334
237.0,0.14757043337765033,0.02886026410753474,0.008357960709989879,0.0004202207392409039,0.9406666666666668
257.0,0.2934146543711815,0.028718973629108538,0.0062586948667660855,0.0004182388665137835,1.2659999999999998
277.0,0.39967960918181117,0.028703787091655702,0.004421829636066726,0.0004130973749714595,1.524
297.0,0.4727318799846833,0.028770426326635904,0.002949545596582216,0.0004068923012012271,1.592
317.0,0.5203884070878857,0.02883700871910163,0.0018843679234469323,0.0004024369592330557,1.7133333333333332
337.0,0.5507332261830244,0.028848506168767572,0.0012116003355008668,0.00040092694715306205,1.708
357.0,0.571065217341394,0.028803896822835972,0.0008697188405720222,0.0004014397393160847,1.848666666666667
377.0,0.5871158615389408,0.028739340093443696,0.0007665301817263898,0.00040214994563757706,1.7523333333333333
397.0,0.6026231924693586,0.02869227375528227,0.0007980935038716142,0.000401830828365207,1.899
417.0,0.6192845728931029,0.028676052114228235,0.0008671476881899467,0.0004004656719311752,1.717666666666667
437.0,0.6370480137800991,0.028679112928991793,0.0008981020312222017,0.0003988524444659521,1.844666666666667
457.0,0.654650239350954,0.028681651208329186,0.0008464503005571134,0.00039778475371830867,2.034333333333333
477.0,0.6702777492035096,0.028672543062134712,0.0007015886301508024,0.00039748435901049145,2.0016666666666665
497.0,0.6822189657848047,0.028654514684211627,0.0004832379506275258,0.0003976083601053895,2.0156666666666667
517.0,0.6893909082678232,0.028637623947423564,0.00023276743112584435,0.00039766039327884177,1.9803333333333333
537.0,0.6916582401578253,0.028629307327562144,1.4985479198123825e-06,0.00039739122636480806,2.058
556.9999999999999,0.6899084168218971,0.028629254695553684,-0.00016157942422228663,0.00039690728474671747,2.037
577.0,0.6858948955527857,0.02863159308454203,-0.00022036502774442872,0.0003964942523240597,1.7133333333333332
597.0,0.6819020851401595,0.028630854059671553,-0.00015867697342188938,0.0003963547932713167,2.0726666666666667
616.9999999999999,0.680313872004167,0.02862628277836042,1.722445117681418e-05,0.0003964665196986752,1.984
637.0,0.6831781441887345,0.028621515317479224,0.0002806937745907063,0.000396636367657991,2.076
657.0,0.6918522586292803,0.028620692194894614,0.0005905448185878493,0.00039667624703122284,2.050333333333333
676.9999999999999,0.7067917475987704,0.02862460446170417,0.0008992546864716951,0.00039655560929497465,2.023
697.0,0.7275122114106995,0.028630054109434016,0.0011617792243823926,0.00039642262627520125,1.807
717.0,0.7527191463045612,0.02863288136302094,0.001343266281067713,0.00039648250825611935,2.18
736.9999999999999,0.780569249171662,0.028632117394273827,0.001424306727717082,0.00039682093861221246,2.2740000000000005
757.0,0.8090050687506749,0.028631621619375082,0.0014029439486426616,0.0003973097417779465,2.302
777.0,0.8360960349019524,0.028637298464382368,0.0012933421911062151,0.00039768889406895076,2.361333333333333
796.9999999999999,0.8603234919254342,0.02865161857696991,0.0011216555803862287,0.0003977910345624903,2.381
817.0,0.8807633806364983,0.028670108067638735,0.0009201235099633412,0.0003977422726536901,2.4026666666666667
837.0,0.8971436303857118,0.028683902704998477,0.000720664823576387,0.0003979442619869474,2.5096666666666665
856.9999999999999,0.9097790244973759,0.028687804186273567,0.0005492250502327468,0.00039877753774560153,2.323
877.0,0.9194091666129572,0.028687622452755707,0.00042187368268131005,0.000400216143826903,2.497666666666667
897.0,0.926981057247213,0.028699003710193453,0.00034322206685807313,0.0004017136229291645,2.5346666666666664
916.9999999999999,0.9334242481132851,0.02873549074250327,0.0003072338415498503,0.00040258493106737396,2.53
937.0,0.9394631678441256,0.028793808230880166,0.00030003173563948344,0.00040269329436756903,2.5660000000000003
957.0,0.9454995346959816,0.028850828963788166,0.0003039546995734811,0.00040287960637003044,2.6183333333333327
977.0000000000001,0.9515807863308042,0.0288806337591632,0.00030194478463549303,0.00040457667499575696,2.609
997.0,0.9574519143847491,0.028882711281703527,0.00028136162441872933,0.00040860421440286983,2.602
1017.0,0.9626716998580581,0.028896820480678025,0.00023651251990131766,0.0004140574813637928,2.6363333333333334
1037.0,0.9667630565554615,0.028981829820403652,0.00016949559556940844,0.00041856903869049843,2.6333333333333333
1057.0,0.9693627055248628,0.02916241814122671,8.931211961797896e-05,0.00042026811259928494,2.6686666666666667
1077.0,0.9703379731114337,0.029386450032252865,9.539368796000064e-06,0.000420267725546938,2.5436666666666667
1097.0,0.9698470259350709,0.029547930968393275,-5.4893262960627534e-05,0.00042354225742066503,2.6376666666666666
1117.0,0.9683312207887602,0.029586697830898255,-9.115336230855996e-05,0.00043598626303175406,2.6496666666666666
1137.0,0.9664418450165848,0.029602349674594623,-9.151347870959333e-05,0.0004582205583286414,2.6413333333333333
1157.0,0.9649157750785049,0.029862756257992965,-5.537668971361716e-05,0.0004821782466159613,2.646666666666667
1177.0,0.9644234090973574,0.03060093636755821,1.001113991751755e-05,0.0004959789578964936,2.665666666666666
