Time (hours),"0nM, WT","250nM, WT","0nM, nA","250nM, nA","0nM, nA_A","250nM, nA_A","0nM, nB","250nM, nB","0nM, nB_B","250nM, nB_B","0nM, nB_Bmut","250nM, nB_Bmut","0nM, nR","250nM, nR","0nM, nR_R","250nM, nR_R","0nM, WT std","250nM, WT std","0nM, nA std","250nM, nA std","0nM, nA_A std","250nM, nA_A std","0nM, nB std","250nM, nB std","0nM, nB_B std","250nM, nB_B std","0nM, nB_Bmut std","250nM, nB_Bmut std","0nM, nR std","250nM, nR std","0nM, nR_R std","250nM, nR_R std"
11.283333333333333,2.023,1.6603333333333332,1.7753333333333334,1.1153333333333333,1.484,1.1153333333333333,1.3983333333333334,1.5566666666666666,1.952,1.5353333333333332,1.3326666666666667,1.5113333333333332,1.6680000000000001,1.7285,2.064,1.7285,0.2702165798022023,0.33624148068513693,0.06406507108661738,0.11927419391189915,0.3093994182282831,0.11927419391189915,0.054500764520631566,0.17845260808778712,0.1782442144923644,0.19958039315857987,0.028307831660749554,0.05714309523759926,0.42426406871192845,0.002121320343559566,0.13576450198781725,0.004949747468305759
11.616666666666667,1.8070000000000002,1.6589999999999998,1.4770000000000003,1.0606666666666666,1.409,1.0606666666666666,1.4203333333333334,1.5486666666666669,1.771,1.5886666666666667,1.3469999999999998,1.461,1.5405000000000002,1.7125,1.8664999999999998,1.718,0.3379230681678894,0.2720055146499791,0.011135528725660053,0.058071794645364085,0.12644366334458992,0.058071794645364085,0.03189566323708186,0.14588465763517883,0.2064776016908371,0.165566703576937,0.025119713374160864,0.10421612159354227,0.2354665581351203,0.03181980515339475,0.13788582233137683,0.03111269837220812
11.95,2.18,1.8193333333333335,1.889,1.3,1.555,1.3,1.5633333333333332,1.7546666666666668,2.048,1.6239999999999999,1.4373333333333334,1.4576666666666667,1.7475,1.835,1.899,1.8115,0.22087100307645632,0.322497028410082,0.05771481612203229,0.10064293318460069,0.32630200734902015,0.10064293318460069,0.1237834129975956,0.08904680417248756,0.14377412840980822,0.21245234759823206,0.02627419519858478,0.10864774886454535,0.49851028073651604,0.016970562748477157,0.12162236636408628,0.012020815280171397
12.283333333333333,2.2740000000000005,1.761,1.9649999999999999,1.4736666666666665,1.6383333333333334,1.4736666666666665,1.6143333333333334,1.836,2.032666666666667,1.6460000000000001,1.4636666666666667,1.473,1.768,1.888,1.9245,1.863,0.2022374841615668,0.3880115977648092,0.04158124577258357,0.018175074506954086,0.38291687522663886,0.018175074506954086,0.042594991880892843,0.05483611948342077,0.2746567554846109,0.28579538134826454,0.034034296427770214,0.13880561948278605,0.4412346314604057,0.01555634918610406,0.033234018715767685,0.009899494936611674
12.616666666666667,2.302,1.9116666666666664,2.026666666666667,1.476,1.7263333333333335,1.476,1.787,1.8736666666666668,2.122666666666667,1.6903333333333332,1.5439999999999998,1.4513333333333334,1.773,1.8545,1.8319999999999999,1.8185,0.15062204353945022,0.30497595533637295,0.0815434444534527,0.024576411454889036,0.37050011246062176,0.024576411454889036,0.13491108182799516,0.04244211744639205,0.14011542860560833,0.23627596859040348,0.07202083032012328,0.14319683422943866,0.45396255352176346,0.0007071067811864697,0.02687005768508883,0.003535533905932662
12.95,2.361333333333333,1.8483333333333334,2.0793333333333335,1.5663333333333334,1.773,1.5663333333333334,1.8006666666666666,1.9046666666666667,2.089,1.6923333333333332,1.643,1.4653333333333334,1.766,1.827,1.958,1.778,0.1302164864114116,0.31700841208607267,0.08455964364478671,0.017039170558842763,0.47988227723057253,0.017039170558842763,0.14628852768871986,0.022501851775650224,0.27748693662945656,0.2053103342097843,0.09787236586493654,0.16807835474365326,0.33941125496954266,0.004242640687119289,0.0028284271247461927,0.007071067811865481
13.283333333333333,2.3810000000000002,1.965,2.1566666666666667,1.5483333333333331,1.835,1.5483333333333331,1.9323333333333332,1.8780000000000001,2.1646666666666667,1.7413333333333334,1.7443333333333333,1.3983333333333334,1.8079999999999998,1.818,1.9605,1.77,0.09850380703302798,0.20103979705520994,0.09209415471859966,0.025696951829610768,0.19519477452022121,0.025696951829610768,0.12145918381634761,0.027730849247724055,0.17137483284698882,0.212960872775572,0.06034346139668593,0.18154980951059502,0.23193102422918763,0.008485281374238578,0.05868986283848326,0.0014142135623730963
13.616666666666667,2.4026666666666667,2.1133333333333333,2.2183333333333337,1.593,1.904,1.593,1.9833333333333332,1.9043333333333334,2.1863333333333332,1.8253333333333333,1.8206666666666667,1.4603333333333335,1.9485000000000001,1.842,2.27,1.789,0.07059981114233475,0.13394899526809934,0.06784049921199967,0.021931712199461266,0.15850236591294148,0.021931712199461266,0.13740572525674946,0.023629078131263127,0.14657535036060226,0.2539849076881012,0.012897028081435367,0.0857049201232539,0.22556706319850878,0.005656854249492385,0.04101219330881964,0.005656854249492385
13.95,2.5096666666666665,2.2003333333333335,2.287333333333333,1.6813333333333331,2.127666666666667,1.6813333333333331,2.0536666666666665,1.9293333333333333,2.2323333333333335,1.8963333333333334,1.8780000000000001,1.4423333333333332,1.9355,1.88,2.3255,1.814,0.0451700490738424,0.129639243029776,0.04271221527073178,0.0625646332470137,0.38462232557839543,0.0625646332470137,0.15615803960518124,0.02328805129961138,0.13139381010281004,0.3104260513122785,0.07250517222929687,0.06465549731719133,0.23263813101037426,0.0028284271247461927,0.05303300858899119,0.007071067811865481
14.283333333333333,2.323,2.02,2.2426666666666666,1.595,1.748,1.595,1.7406666666666666,1.8976666666666666,1.9963333333333335,1.821,1.6933333333333334,1.365,1.6800000000000002,1.831,1.866,1.7755,0.06908690179766368,0.19097382019533457,0.06900241541666007,0.035042830935870496,0.34045410850803376,0.035042830935870496,0.11642307904076982,0.005686240703077286,0.16252486989175957,0.21299530511257767,0.16301635909728002,0.09114823092084681,0.18384776310850234,0.005656854249492385,0.11030865786510136,0.002121320343559566
14.616666666666667,2.497666666666667,2.2653333333333334,2.3633333333333333,1.6556666666666666,2.1236666666666664,1.6556666666666666,2.102,1.9186666666666667,2.1896666666666667,1.909,1.9956666666666667,1.429,1.979,1.847,2.205,1.769,0.03212994449626913,0.10336504889629428,0.023713568549109797,0.037740340927624655,0.3123496971878368,0.037740340927624655,0.12521581369779136,0.03569780572154726,0.16277080000212968,0.29450976214719954,0.06726316475853124,0.0730821455623738,0.21637467504308358,0.03252691193458122,0.14566399692442877,0.0
14.95,2.5346666666666664,2.2923333333333336,2.4203333333333332,1.6753333333333333,2.21,1.6753333333333333,2.205,1.904,2.1843333333333335,2.028333333333333,2.023,1.359,2.078,1.834,2.286,1.75,0.051159880114532374,0.09400177303292394,0.017009801096230667,0.03394603560555093,0.33619785841078753,0.03394603560555093,0.0628649345820069,0.035042830935870385,0.2767315185036452,0.2915035734486514,0.06331666447310683,0.06878953408767942,0.17111984104714434,0.024041630560342638,0.14707821048680203,0.005656854249492385
15.283333333333333,2.53,2.311,2.409,1.704,1.8853333333333335,1.704,2.106666666666667,1.9263333333333332,1.9749999999999999,2.089,1.9556666666666667,1.4033333333333333,1.7295,1.786,2.0195,1.756,0.09704122835166495,0.04158124577258361,0.03151190251317755,0.07017121917139539,0.3583717808831121,0.07017121917139539,0.051588112325741654,0.014843629385474939,0.37217065977854835,0.27101475974566414,0.18583146486355132,0.1293844400742737,0.037476659402886976,0.012727922061357868,0.014849242404917433,0.01131370849898477
15.616666666666667,2.5660000000000003,2.412,2.4516666666666667,1.6826666666666668,2.0756666666666668,1.6826666666666668,2.26,1.8960000000000001,2.175333333333333,2.1963333333333335,2.0393333333333334,1.3006666666666666,2.1785,1.8165,2.5105,1.763,0.04938623289946306,0.03296968304366891,0.007094598884597683,0.04110150037812898,0.07752633961005347,0.04110150037812898,0.030789608636681363,0.030512292604784687,0.29407538716005,0.18736150440614358,0.0909138786618047,0.07653975002136693,0.0657609306503489,0.02050609665440982,0.021920310216782757,0.012727922061357868
15.95,2.6183333333333327,2.452,2.501,1.6986666666666668,2.1703333333333337,1.6986666666666668,2.3193333333333332,1.9169999999999998,2.235666666666667,2.2653333333333334,2.1253333333333337,1.3203333333333334,2.2035,1.838,2.5919999999999996,1.787,0.06453164598345015,0.004582575694955771,0.029461839725312557,0.07200231477760508,0.12658725580931632,0.07200231477760508,0.006027713773341695,0.025865034312755088,0.32222559385209193,0.15632125042147457,0.09171877306927581,0.12790751867397523,0.034648232278141095,0.007071067811865481,0.0028284271247461927,0.014142135623730963
