t,atp
3.2251307e7,0.0
3.2256307e7,0.0
3.2261307e7,0.0
3.2266307e7,0.0
3.2271307e7,0.0
3.2276307e7,0.0
3.2281307e7,0.0
3.2286307e7,0.0
3.2291307e7,0.0
3.2296307e7,0.0
3.2301307e7,0.0
3.2306307e7,0.0
3.2311307e7,0.0
3.2316307e7,0.0
3.2321307e7,0.0
3.2326307e7,0.0
3.2331307e7,0.0
3.2336307e7,0.0
3.2341307e7,0.0
3.2346307e7,0.0
3.2351307e7,0.0
3.2356307e7,0.0
3.2361307e7,0.0
3.2366307e7,0.0
3.2371307e7,0.0
3.2376307e7,0.0
3.2381307e7,0.0
3.2386307e7,0.0
3.2391307e7,0.0
3.2396307e7,0.0
3.2401307e7,0.0
3.2406307e7,0.0
3.2411307e7,0.0
3.2416307e7,0.0
3.2421307e7,0.0
3.2426307e7,0.0
3.2431307e7,0.0
3.2436307e7,0.0
3.2441307e7,0.0
3.2446307e7,0.0
3.2451307e7,0.0
3.2456307e7,0.0
3.2461307e7,0.0
3.2466307e7,0.0
3.2471307e7,0.0
3.2476307e7,0.0
3.2481307e7,0.0
3.2486307e7,0.0
3.2491307e7,0.0
3.2496307e7,0.0
3.2501307e7,0.0
3.2506307e7,0.0
3.2511307e7,0.0
3.2516307e7,0.0
3.2521307e7,0.0
3.2526307e7,0.0
3.2531307e7,0.0
3.2536307e7,0.0
3.2541307e7,0.0
3.2546307e7,0.0
3.2551307e7,0.0
3.2556307e7,0.0
3.2561307e7,0.0
3.2566307e7,0.0
3.2571307e7,0.0
3.2576307e7,0.0
3.2581307e7,0.0
3.2586307e7,0.0
3.2591307e7,0.0
3.2596307e7,0.0
3.2601307e7,0.0
3.2606307e7,0.0
3.2611307e7,0.0
3.2616307e7,0.0
3.2621307e7,0.0
3.2626307e7,0.0
3.2631307e7,0.0
3.2636307e7,0.0
3.2641307e7,0.0
3.2646307e7,0.0
3.2651307e7,0.0
3.2656307e7,0.0
3.2661307e7,0.0
3.2666307e7,0.0
3.2671307e7,0.0
3.2676307e7,0.0
3.2681307e7,0.0
3.2686307e7,0.0
3.2691307e7,0.0
3.2696307e7,0.0
3.2701307e7,0.0
3.2706307e7,0.0
3.2711307e7,0.0
3.2716307e7,0.0
3.2721307e7,0.0
3.2726307e7,0.0
3.2731307e7,0.0
3.2736307e7,0.0
3.2741307e7,0.0
3.2746307e7,0.0
3.2751307e7,0.0
3.2756307e7,0.0
3.2761307e7,0.0
3.2766307e7,0.0
3.2771307e7,0.0
3.2776307e7,0.0
3.2781307e7,0.0
