,RtcA,RtcB,RtcR,OmpA
0,4.267535283562994e-08,9.315270396217033e-08,5.662361295497083e-09,0.5352624068815924
1,0.0026633188677143236,0.006073719156189931,0.00024687694392597795,0.563385317227217
2,0.0076054168648410315,0.013543324580912933,0.0005512026195079515,0.5352624068815924
3,0.002302582598170996,0.006039930342183673,0.00020403170970500356,0.561617884123924
4,0.001958173087398959,0.007929930689734343,0.00019098548253787756,0.45266214424605183
5,0.0026385149693168787,0.007988588732453634,0.00020923200368583655,0.5633842819291769
