atp,lam,kin,kdam1,kdam2,bs
500.0,0.005105263157894737,0.005263157894736842,0.14165784733781334,0.0933666501680522,bp
500.0,0.005105263157894737,0.010526315789473684,0.5396203885259635,0.19352914144061972,bp
500.0,0.007157894736842105,0.010526315789473684,0.144621017320527,0.10807574860093498,bp
500.0,0.007157894736842105,0.015789473684210527,0.31142749924698326,0.16745539775693274,bp
500.0,0.007157894736842105,0.021052631578947368,0.540218590037178,0.22496943505939038,bp
500.0,0.007157894736842105,0.02631578947368421,0.8282808689332138,0.2808771435178363,bp
500.0,0.009210526315789473,0.015789473684210527,0.11966951322014224,0.10498409714457109,bp
500.0,0.009210526315789473,0.021052631578947368,0.2024762400637519,0.14543752926892137,bp
500.0,0.009210526315789473,0.02631578947368421,0.30754999712300507,0.1847086941715166,bp
500.0,0.009210526315789473,0.031578947368421054,0.43399735211092977,0.2230414905480472,bp
500.0,0.009210526315789473,0.03684210526315789,0.5810867816823239,0.2605359658900711,bp
500.0,0.009210526315789473,0.042105263157894736,0.7481515132395645,0.2972531918357066,bp
500.0,0.009210526315789473,0.04736842105263158,0.934567588693213,0.3332387395381436,bp
500.0,0.011263157894736841,0.021052631578947368,0.09818447009756771,0.09630176209550372,bp
500.0,0.011263157894736841,0.02631578947368421,0.14403769493114438,0.12654213859091573,bp
500.0,0.011263157894736841,0.031578947368421054,0.20005205074970978,0.15567038425743213,bp
500.0,0.011263157894736841,0.03684210526315789,0.26560663214565816,0.1840925283911346,bp
500.0,0.011263157894736841,0.042105263157894736,0.34035912519160866,0.2119351825238378,bp
500.0,0.011263157894736841,0.04736842105263158,0.4240354288287902,0.23926088006522553,bp
500.0,0.011263157894736841,0.05263157894736842,0.5163909600849363,0.2661087277397098,bp
500.0,0.011263157894736841,0.05789473684210526,0.6171987337292383,0.29250706551577005,bp
500.0,0.011263157894736841,0.06315789473684211,0.7262445669240497,0.3184784583949323,bp
500.0,0.011263157894736841,0.06842105263157895,0.8433247309718139,0.34404198533671404,bp
500.0,0.011263157894736841,0.07368421052631578,0.9682445969334768,0.36921441073757194,bp
500.0,0.01331578947368421,0.031578947368421054,0.11065820184166937,0.1093403736096341,bp
500.0,0.01331578947368421,0.03684210526315789,0.14317055227374406,0.13252315731702838,bp
500.0,0.01331578947368421,0.042105263157894736,0.18086034579204127,0.15487876235798448,bp
500.0,0.01331578947368421,0.04736842105263158,0.22333903876631594,0.17671176875198222,bp
500.0,0.01331578947368421,0.05263157894736842,0.27041629850974536,0.19812784222753685,bp
500.0,0.01331578947368421,0.05789473684210526,0.32195489863632115,0.21918032737814255,bp
500.0,0.01331578947368421,0.06315789473684211,0.37783990269344536,0.23990182036764535,bp
500.0,0.01331578947368421,0.06842105263157895,0.4379683137411751,0.26031490556322284,bp
500.0,0.01331578947368421,0.07368421052631578,0.5022447359738945,0.28043668193759574,bp
500.0,0.01331578947368421,0.07894736842105263,0.5705792682163374,0.30028094720703036,bp
500.0,0.01331578947368421,0.08421052631578947,0.6428863580613127,0.3198593577976478,bp
500.0,0.01331578947368421,0.08947368421052632,0.7190841158292274,0.3391820918932624,bp
500.0,0.01331578947368421,0.09473684210526316,0.7990938676392526,0.3582582516250056,bp
500.0,0.01331578947368421,0.1,0.8828398416873454,0.37709611951708977,bp
500.0,0.015368421052631578,0.04736842105263158,0.1341016867155607,0.13088396981842168,bp
500.0,0.015368421052631578,0.05263157894736842,0.15990523161926057,0.14892499175430002,bp
500.0,0.015368421052631578,0.05789473684210526,0.18847527376341894,0.1664743278444784,bp
500.0,0.015368421052631578,0.06315789473684211,0.219638279674563,0.18366832693638346,bp
500.0,0.015368421052631578,0.06842105263157895,0.2532948668972136,0.20056914158501415,bp
500.0,0.015368421052631578,0.07368421052631578,0.28937267892617735,0.21721220986638134,bp
500.0,0.015368421052631578,0.07894736842105263,0.32781228785023003,0.23362056726389818,bp
500.0,0.015368421052631578,0.08421052631578947,0.3685615587615434,0.2498106112053339,bp
500.0,0.015368421052631578,0.08947368421052632,0.4115729981981614,0.265794828521146,bp
500.0,0.015368421052631578,0.09473684210526316,0.45680236061498614,0.2815832311032308,bp
500.0,0.015368421052631578,0.1,0.5042078520288136,0.2971841724904637,bp
500.0,0.017421052631578948,0.06315789473684211,0.1418236983815414,0.1400830286188173,bp
500.0,0.017421052631578948,0.06842105263157895,0.1614886221657716,0.15482875638460064,bp
500.0,0.017421052631578948,0.07368421052631578,0.1828503815804365,0.16916412831196403,bp
500.0,0.017421052631578948,0.07894736842105263,0.20577062378742916,0.1832096598415593,bp
500.0,0.017421052631578948,0.08421052631578947,0.23017625780899825,0.19702056480531754,bp
500.0,0.017421052631578948,0.08947368421052632,0.2560178114835578,0.21062852419097927,bp
500.0,0.017421052631578948,0.09473684210526316,0.28325709780853037,0.22405410434011794,bp
500.0,0.017421052631578948,0.1,0.311862217862396,0.2373118108399589,bp
500.0,0.019473684210526317,0.08421052631578947,0.15640725554348833,0.1545248607172549,bp
500.0,0.019473684210526317,0.08947368421052632,0.17235476676322573,0.1666655769408085,bp
500.0,0.019473684210526317,0.09473684210526316,0.18936292976198138,0.17850851946675753,bp
500.0,0.019473684210526317,0.1,0.20734518989281792,0.19013108046681218,bp
763.1578947368421,0.005105263157894737,0.005263157894736842,0.3084861522680928,0.14490230281009692,bp
763.1578947368421,0.007157894736842105,0.005263157894736842,0.08515017908667172,0.07742849915883418,bp
763.1578947368421,0.007157894736842105,0.010526315789473684,0.31309009831538176,0.1695420262452417,bp
