kdam,rm_a,rtca,rm_b,rtcb,rm_r,rtcr,rh,rd,rt
0.6359851,NaN,0.09202369797507684,0.005797078624114769,8.79300097122599e-5,0.10736436913138009,0.0002080242625316093,0.3192895484156265,0.46491811068187333,2.318257582299825
0.6387526569138277,NaN,NaN,0.024964738665502174,7.488270467399325e-5,0.5010337226131071,0.00019196632172519603,0.982142490315415,1.9639478217202755,2.3216997251836387
0.6415202138276553,NaN,NaN,0.03423858757279308,0.00013796830778931867,0.7157624608758673,0.00036858859714356397,1.4143360647082615,2.8719271890946323,4.6458970263517845
0.6442877707414829,NaN,NaN,0.04322933455931796,0.00013016209423621211,0.8947030760948342,0.0003579820518059781,1.6483643725644113,3.5126592941286883,4.647140002110644
0.6470553276553106,NaN,NaN,0.04860960519931964,0.0001853765455754159,1.073643691313801,0.00034886458925836584,1.8741124488280976,4.115022079524027,4.647978138941038
0.6498228845691383,NaN,NaN,0.055510330530198,0.00017765617045494697,1.2167961834889742,0.0005122159270527748,2.0964886826137565,4.6676273552898895,4.648347759960185
0.652590441482966,NaN,NaN,0.06061419251063452,0.00022744611466486784,1.359948675664148,0.0005019460332338609,2.3112610086417487,5.172470380576644,6.972844564129922
0.6553579983967935,NaN,NaN,0.06559433975317958,0.00021907012947745393,1.5031011678393214,0.0004926576363983949,2.5205462788305217,5.6228331509498455,6.97289041802188
0.6581255553106212,NaN,NaN,0.07051997326398647,0.00026499336748332853,1.6462536600144944,0.00048457565399044996,2.7271167609361378,6.080084016839784,6.972599073319306
0.6608931122244489,NaN,NaN,0.07530882309347374,0.0002566665570887426,1.789406152189668,0.0006358603293479146,2.846552778257464,6.548665979697053,6.9721856916271605
0.6636606691382766,NaN,NaN,0.07997581034935596,0.00029862867679567164,1.8967705213210482,0.0006261552206131372,3.0433721918601213,6.957197940037806,6.971650272945444
0.6664282260521042,NaN,NaN,0.08453797003351918,0.00028989722144033634,2.039923013496222,0.0006170009740546448,3.156714509811481,7.373595845954538,9.294652901110135
0.6691957829659319,NaN,NaN,0.08907216307665204,0.00032936936677290923,2.1830755056713955,0.0006088180164489864,3.270591108497014,7.795040845789609,9.29349105961167
0.6719633398797595,NaN,NaN,0.09350183201870722,0.0003209233768890009,2.2904398748027757,0.0007511754343270754,3.4588628598660685,8.22503331360153,9.292228983782367
0.6747308967935872,NaN,NaN,0.09645751986566384,0.00035757194898514404,2.4335923669779485,0.0007417099588658336,3.567068264749815,8.587421684460024,9.29086667362223
0.6774984537074148,NaN,NaN,0.1007205395295185,0.00034882925964789714,2.5409567361093286,0.0007326260941775084,3.6733128287100447,9.032830244782422,9.289404129131263
0.6802660106212425,NaN,NaN,0.10490632648812849,0.00038313360565313606,2.6841092282845023,0.0007239409379982024,3.851996929820059,9.40783983364707,9.287837567688863
0.6830335675350702,NaN,NaN,0.109058624595504,0.0003746971797348253,2.791473597415883,0.0008590599436981532,3.955627937058428,9.787086165090537,11.607645464441498
0.6858011244488978,NaN,NaN,0.11181506244617369,0.0004073105651920616,2.934626089591056,0.0008496864455908935,4.057372896885264,10.091727918365976,11.605406067207745
0.6885686813627254,NaN,NaN,0.1158261300932619,0.00039864510274136337,3.041990458722435,0.0008406086312760651,4.22906210647321,10.482011732535147,11.603078767909816
0.6913362382765531,NaN,NaN,0.11976733758648893,0.0004293671935885924,3.185142950897609,0.0008318265007536665,4.326739951112769,10.878303687059232,11.60066356654772
0.6941037951903808,NaN,NaN,0.12364604888833801,0.0004206320889365069,3.2925073200289896,0.0009605779292934742,4.423077715016932,11.280480099603382,11.598157533591849
0.6968713521042084,NaN,NaN,0.12622791930587998,0.00045000699420151894,3.4356598122041624,0.0009512168145402835,4.519020298778612,11.602466182435498,11.595527265542021
0.699638909018036,NaN,NaN,0.1300188749435225,0.0004414341352678836,3.543024181335543,0.0009421003380176763,4.682281166960669,11.928410930386388,13.911395182861765
