rm_a,rtca,rm_b,rtcb,rm_r,rtcr,rh,rd,rt
NaN,0.1175653594334274,0.008848342701778047,0.00018285945099652258,0.16401497915041718,0.00043296803372061315,0.39873606285969,0.5385314356017431,4.829276095362621
NaN,NaN,0.03636470586863993,0.00020106172262712528,0.7604439293146646,0.0005373079822623516,1.5316146007973366,2.906932714527958,6.774642133511742
NaN,NaN,0.0506150154483432,0.000231551001887426,1.1183012994132129,0.0006538500806242338,2.044353011616934,4.183894110287206,8.714196716824244
NaN,NaN,0.06278754580910158,0.0003077366144819257,1.4165157744953367,0.0006271357844090384,2.4599484869560917,5.2672366132911925,8.71528592865653
NaN,NaN,0.07311184197709938,0.00033095477335455135,1.6849088020692482,0.0007399688704649562,2.7878028932488084,6.179441441526317,10.65166489931801
NaN,NaN,0.08175213314772355,0.0003522100835624078,1.953301829643159,0.0008474785092956239,3.101869301057906,7.0729141973465515,10.650202081160701
NaN,NaN,0.09008633720347298,0.00037214272877090165,2.221694857217071,0.0008240067929621659,3.4051170859055833,7.878660026998307,10.64784135651058
NaN,NaN,0.09812613326946941,0.00039068753777473796,2.460266437282769,0.0009266177312505105,3.6978536080053472,8.712514960539382,12.580275928436532
NaN,NaN,0.1069763835972955,0.0004075406208764136,2.728659464856681,0.0009044124311391066,3.91772139694821,9.51134835623842,12.576149323040461
NaN,NaN,0.1144883316893409,0.00042380925933872864,2.96723104492238,0.0010025019438791001,4.193774200177619,10.266297502276341,14.505460115249171
NaN,NaN,0.12173166619667371,0.00047110188113878675,3.205802624988079,0.0010968649939312103,4.400877593848754,10.975493902878572,14.499507382933789
NaN,NaN,0.12877723253254833,0.00048380929075934783,3.4741956525619897,0.0010750989616173446,4.603047408456217,11.702966579588567,14.49305831161185
NaN,NaN,0.13562084180160164,0.000525749669285231,3.7127672326276895,0.0011657682720863987,4.856709552283727,12.449742624318581,16.41772263242689
NaN,NaN,0.14226177403146192,0.0005356709874282068,3.9811602602016003,0.0011445200974195627,5.047029188649939,13.14167577958778,16.40956271803936
NaN,NaN,0.14875138197092277,0.000573227387009601,4.2197318402673,0.0012318000751278708,5.288377910561116,13.849117168843113,16.40097426381711
NaN,NaN,0.15603308870544597,0.0005811184738877222,4.488124867841212,0.0012110899763267285,5.468867696922661,14.573609903689015,18.320573172064293
NaN,NaN,0.1621728140697373,0.0006148142414558947,4.7266964479069085,0.0012951229504289767,5.645509175952994,15.314640399176943,18.310242567529194
NaN,NaN,0.169109051195555,0.000646425413187521,4.99508947548082,0.0013768463664381673,5.870249017966726,15.990535851864829,18.299580115918836
NaN,NaN,0.17586699454108373,0.0006514686956490083,5.23366105554652,0.0013559067564235896,6.037904326883768,16.764258539804903,20.21375416324664
NaN,NaN,0.18247859002360556,0.0006802478536141282,5.502054083120431,0.0014349695553852394,6.253076513236368,17.46924537455343,20.201282035872055
NaN,NaN,0.18892442502574186,0.0007072484339901002,5.770447110694343,0.001414403495781937,6.412989967498486,18.18850242817317,22.11125726835059
NaN,NaN,0.1952308529854911,0.0007328073570326139,6.038840138268253,0.0014909125187416274,6.619035089606592,18.832340030534205,22.096948824616128
NaN,NaN,0.2022772665928726,0.0007569389263845839,6.307233165842165,0.0015655680287573273,6.771953772461917,19.57821677072687,22.082338632476024
NaN,NaN,0.20829199277781188,0.0007797013518583707,6.575626193416077,0.0015448083449380553,6.969561366403795,20.338691344537835,23.986370555376592
