kdam,rm_a,rtca,rm_b,rtcb,rm_r,rtcr,rh,rd,rt
0.6387526569138277,NaN,NaN,1120.1493532470997,80.01066808907855,1120.1493532470997,80.01066808907854,800.1066808907855,2800.3733831177487,80.01066808907856
0.6415202138276553,NaN,NaN,1600.2133617815712,160.0213361781571,1600.213361781571,160.0213361781571,1200.160021336178,3920.5227363648482,160.02133617815713
0.6442877707414829,NaN,NaN,2080.2773703160424,160.0213361781571,2000.2667022269638,160.02133617815707,1440.1920256034139,4640.618749166556,160.0213361781571
0.6470553276553106,NaN,NaN,2400.3200426723565,240.0320042672357,2400.3200426723565,160.02133617815707,1680.2240298706497,5280.704093879186,160.0213361781571
0.6498228845691383,NaN,NaN,2800.373383117749,240.03200426723566,2720.36271502867,240.0320042672356,1920.2560341378849,5840.778770502735,160.0213361781571
0.652590441482966,NaN,NaN,3120.416055474063,320.0426723563142,3040.4053873849853,240.0320042672357,2160.2880384051205,6320.842779037204,240.0320042672356
0.6553579983967935,NaN,NaN,3440.458727830378,320.04267235631414,3360.4480597412985,240.0320042672356,2400.3200426723565,6720.896119482597,240.03200426723558
0.6581255553106212,NaN,NaN,3760.501400186691,400.05334044539273,3680.4907320976126,240.03200426723566,2640.3520469395917,7120.949459927991,240.0320042672356
0.6608931122244489,NaN,NaN,4080.544072543006,400.05334044539273,4000.5334044539277,320.0426723563142,2800.3733831177487,7521.002800373384,240.0320042672356
0.6636606691382766,NaN,NaN,4400.58674489932,480.0640085344713,4240.565408721163,320.04267235631414,3040.405387384984,7841.045472729698,240.03200426723566
0.6664282260521042,NaN,NaN,4720.629417255633,480.0640085344713,4560.608081077477,320.0426723563142,3200.426723563142,8161.088145086013,320.04267235631414
0.6691957829659319,NaN,NaN,5040.672089611948,560.0746766235499,4880.6507534337925,320.0426723563142,3360.4480597412994,8481.130817442327,320.04267235631426
0.6719633398797595,NaN,NaN,5360.714761968262,560.0746766235497,5120.682757701028,400.05334044539273,3600.480064008534,8801.173489798639,320.04267235631426
0.6747308967935872,NaN,NaN,5600.746766235498,640.0853447126283,5440.72543005734,400.0533404453926,3760.501400186691,9041.205494065875,320.04267235631414
0.6774984537074148,NaN,NaN,5920.789438591813,640.0853447126284,5680.757434324577,400.05334044539273,3920.5227363648482,9361.24816642219,320.0426723563142
0.6802660106212425,NaN,NaN,6240.832110948127,720.0960128017069,6000.800106680891,400.05334044539273,4160.554740632085,9601.280170689424,320.0426723563142
0.6830335675350702,NaN,NaN,6560.874783304441,720.0960128017068,6240.832110948127,480.0640085344713,4320.576076810242,9841.31217495666,400.05334044539273
0.6858011244488978,NaN,NaN,6800.906787571676,800.1066808907855,6560.874783304442,480.0640085344712,4480.597412988399,10001.333511134819,400.05334044539273
0.6885686813627254,NaN,NaN,7120.949459927991,800.1066808907856,6800.9067875716755,480.0640085344713,4720.629417255634,10241.365515402054,400.05334044539273
0.6913362382765531,NaN,NaN,7440.992132284303,880.1173489798639,7120.949459927991,480.0640085344712,4880.650753433792,10481.39751966929,400.0533404453928
0.6941037951903808,NaN,NaN,7761.034804640617,880.1173489798641,7360.981464195227,560.0746766235496,5040.672089611948,10721.429523936524,400.05334044539273
0.6968713521042084,NaN,NaN,8001.066808907854,960.1280170689427,7681.024136551541,560.0746766235497,5200.693425790105,10881.450860114679,400.05334044539273
0.699638909018036,NaN,NaN,8321.109481264171,960.1280170689427,7921.056140818776,560.0746766235499,5440.72543005734,11041.472196292842,480.0640085344712
0.7024064659318637,NaN,NaN,8641.152153620484,1040.1386851580212,8241.09881317509,560.0746766235497,5600.746766235499,11281.504200560075,480.0640085344712
0.7051740228456914,NaN,NaN,8961.194825976798,1120.1493532470995,8481.130817442327,640.0853447126284,5760.7681024136555,11441.525536738232,480.0640085344712
0.707941579759519,NaN,NaN,9281.237498333112,1120.1493532470997,8801.17348979864,640.0853447126284,5920.7894385918125,11601.546872916388,480.0640085344713
0.7107091366733467,NaN,NaN,9601.280170689426,1200.160021336178,9041.205494065876,640.0853447126283,6160.821442859048,11761.568209094545,480.0640085344712
0.7134766935871744,NaN,NaN,9921.322843045738,1200.160021336178,9361.248166422192,640.0853447126283,6320.842779037204,11921.589545272705,480.0640085344713
0.716244250501002,NaN,NaN,10161.354847312976,1280.1706894252566,9601.280170689424,640.0853447126284,6480.864115215361,12161.621549539937,480.0640085344713
0.7190118074148296,NaN,NaN,10481.39751966929,1360.181357514335,9921.322843045738,720.0960128017067,6640.885451393518,12321.642885718094,560.0746766235496
