gr,atp,time
1.8691265141988438e-17,9.834317505847483e-11,216.48730513144645
9.408379095380212e-19,4.950197197352843e-12,216.518232223802
9.617780821374113e-20,5.060421008620451e-13,216.57657531354042
1.5682887720902674e-20,8.251777951602547e-14,216.7155654471841
1.7620733823337362e-21,9.272005724004237e-15,217.11865469540592
6.150629409117526e-23,3.237358977361163e-16,218.85786064868742
3.8512568255529e-25,2.030490073621577e-18,229.29501514104433
6.645694997994247e-28,3.52499267063523e-21,267.42984409907535
7.079409561396972e-31,3.790942263981457e-24,329.28013659016915
5.9145680412981525e-34,3.2046005640471917e-27,408.4533567518266
3.654133702270795e-37,2.0101082051360863e-30,515.2183112023965
1.792970536637563e-40,1.0042456449218452e-33,648.8207587187366
6.839546332744239e-44,3.913741283021191e-37,816.5915831131778
2.034868354416588e-47,1.1934585356670575e-40,1021.8302763859181
4.487755433531869e-51,2.7073517136224176e-44,1272.0025674668664
6.674192998856279e-55,4.156718238839524e-48,1573.989088923116
4.943064973107129e-59,3.1909410459196124e-52,1937.5458216706716
4.554801036209771e-62,2.9646908846628037e-55,2024.7834499772136
8.800698203379583e-66,5.891682904358006e-59,2331.2626506739844
1.8396297874091413e-69,1.2651093342816182e-62,2637.7418513707553
6.747065647664289e-74,4.815926804559103e-67,3083.2248091384436
5.7686809440724664e-77,4.152341588997171e-70,3187.1538711937947
7.877653291345015e-81,5.848187423796806e-74,3578.957037000726
1.1760237332107651e-84,8.995942314370252e-78,3973.9946594046173
9.461439110519586e-88,7.30116600945808e-81,4092.2714048857238
1.4023098500576465e-91,1.1149907330489874e-84,4505.2723805562255
1.4184018397391533e-95,1.16546456351971e-88,4974.789974430199
1.069573865339608e-98,8.870277987459344e-92,5110.178053184529
1.0693883328406799e-102,9.165652336066093e-96,5601.182570124803
3.133720267700102e-107,2.7879390613403404e-100,6175.821123216303
2.0987359955289213e-110,1.8867748639506476e-103,6340.337265427566
5.6874054855754915e-115,5.308335773473213e-108,6942.541946276582
4.6395278357821405e-118,4.368124496545007e-111,7084.892133844467
2.1919823624992102e-122,2.1402550059908986e-115,7691.186377327105
1.726405905284468e-125,1.7010657276777186e-118,7845.290137747497
6.034075524816601e-130,6.171244918837507e-123,8487.330568356367
4.536851784644623e-133,4.684944559178372e-126,8656.193690640866
2.408819747243125e-138,2.5867316789833914e-131,9352.739891876117
1.7205504823225577e-141,1.8667641957725307e-134,9539.04866600713
1.51880438913409e-144,1.6617961815938738e-137,9692.059117016233
1.5969094189432835e-148,1.8067456939169729e-141,10308.73765763546
1.1508067260701188e-151,1.3156688845169753e-144,10503.237440988378
1.0781796674318776e-154,1.2426671872685632e-147,10655.23679970836
9.35588939351791e-159,1.1166033375235658e-151,11317.415959881931
6.454945884115904e-162,7.790026040961367e-155,11531.272429287797
5.837688694773888e-165,7.105920316169166e-158,11697.336029717759
2.823073202740368e-169,3.5675224535911716e-162,12429.447104563582
1.8522835010145514e-172,2.3689852544467424e-165,12666.860076369077
1.5976281013935732e-175,2.0623100812872283e-168,12851.129997520988
1.57656219899826e-178,2.051785271018519e-171,13014.049559731759
3.713087582383077e-183,5.025695663353495e-176,13806.358573154288
2.3324770014708103e-186,3.1981862668360356e-179,14070.996498304752
1.9477407343317106e-189,2.6972859305729176e-182,14274.740289297748
1.835192858788937e-192,2.564062237211156e-185,14457.54463253278
1.7857069630580375e-195,2.5165588540673437e-188,14636.216900987389
1.747697957693766e-198,2.484336335278718e-191,14815.394793158688
1.706853691505385e-201,2.447450933931469e-194,14996.489770580805
1.6594677681055473e-204,2.4004691284646043e-197,15179.960831259934
1.6050592290038308e-207,2.342432673883953e-200,15365.976878713827
1.5441913767011957e-210,2.2738738984515737e-203,15554.615552526226
1.4777898064129844e-213,2.195878175028641e-206,15745.924573491578
1.4068744113550736e-216,2.1097106717810262e-209,15939.945896499376
1.3325180494461188e-219,2.0167625410428567e-212,16136.716026064412
1.2557785532921543e-222,1.9184537803414966e-215,16336.270706018331
1.1776766264363398e-225,1.8162007490523598e-218,16538.644550024917
1.0991701058679993e-228,1.711376238456192e-221,16743.871768345536
1.021150749497108e-231,1.605302328747814e-224,16951.983577007642
9.444089543827901e-235,1.4991924148733465e-227,17163.01201726006
8.696508784587429e-238,1.3941730367042849e-230,17376.984601334232
7.97466973758061e-241,1.2912291036048636e-233,17593.92945674714
7.283456003634691e-244,1.191218847984556e-236,17813.87199481843
6.62662713089571e-247,1.09485055153283e-239,18036.83808607293
6.007079106285105e-250,1.0027179446179196e-242,18262.84736924322
5.426677591066912e-253,9.152664710991039e-246,18491.91996608657
4.8864517130181045e-256,8.328182771351954e-249,18724.073145045986
4.386681654576183e-259,7.555806829619649e-252,18959.321195975965
3.926985771267378e-262,6.836551231930034e-255,19197.675864414894
3.5064202047351673e-265,6.170488480352035e-258,19439.14668054896
3.12358858770424e-268,5.556891717276574e-261,19683.740762347647
2.776716637547226e-271,4.994324185448829e-264,19931.46506279287
2.4638506365127825e-274,4.480957606264571e-267,20182.317555370035
2.1827806381736213e-277,4.014411182612858e-270,20436.300333229567
1.9312615652425372e-280,3.5921277956435286e-273,20693.406147171427
1.706933741980899e-283,3.2112167337566683e-276,20953.63397059233
1.5074987368004695e-286,2.8687660895257558e-279,21216.97531055156
1.3307054861663797e-289,2.5618157737798614e-282,21483.420410181257
1.1743796977679133e-292,2.2874119814100105e-285,21752.95995235816
1.0364632603830954e-295,2.042685020297351e-288,22025.583094613285
9.150387851477519e-299,1.8249033735083075e-291,22301.27502173117
8.083305975074045e-302,1.631484633239111e-294,22580.0179831742
7.1468729248384e-305,1.4599699507469259e-297,22861.798951215897
6.326070662591609e-308,1.3080839925350758e-300,23146.60365434878
5.607248756313e-311,1.1737203028747734e-303,23434.420613398554
4.978285427e-314,1.0549861190110904e-306,23725.230985766797
4.428248e-317,9.5014434085772e-310,24019.01987699888
3.9476e-320,8.57614184845e-313,24315.776892733247
3.5e-323,7.7599521e-316,24615.486256700387
0.0,7.0401e-319,24918.142395538183
0.0,6.4e-322,25223.732666537882
0.0,0.0,25532.247349083482
0.0,0.0,27089.382853632025
0.0,0.0,29671.04840975583
0.0,0.0,32948.25967087132
0.0,0.0,37389.60243967974
0.0,0.0,42948.5697055243
0.0,0.0,49993.56252271613
0.0,0.0,58814.06981971489
0.0,0.0,70076.64124699785
0.0,0.0,83090.02408611518
0.0,0.0,96809.46229432727
0.0,0.0,111556.15367656371
0.0,0.0,127087.9332717961
0.0,0.0,143395.3071716729
0.0,0.0,160369.32173095836
0.0,0.0,177952.8572356972
0.0,0.0,196075.34154528897
0.0,0.0,214676.83831989174
0.0,0.0,233700.09661670896
0.0,0.0,253107.8133187494
0.0,0.0,272893.5036080319
0.0,0.0,293091.26530780154
0.0,0.0,313774.64295078284
0.0,0.0,335036.80214214855
0.0,0.0,356971.72414075304
0.0,0.0,379702.2414879131
0.0,0.0,403431.1054863492
0.0,0.0,428514.3372549614
0.0,0.0,455622.7121461012
0.0,0.0,485903.19046538667
0.0,0.0,521128.5740109931
0.0,0.0,564080.9242352928
0.0,0.0,619567.9075080311
0.0,0.0,697090.4402879842
0.0,0.0,818962.6288082516
0.0,0.0,1.0504556681767348e6
0.0,0.0,1.6058582558267908e6
0.0,0.0,3.2426805410288377e6
0.0,0.0,1.0447639033162951e7
0.0,0.0,6.826360332053651e7
0.0,0.0,6.46423246194272e8
0.0,0.0,1.0e9
